Album Name;Release Date;Track Number;Track Name;Track Instrumental;Track Lyrics
Don’t Panic - Single;2001-03-19;3;Bigger Stronger (Live from Norway);No;"I wanna be bigger, stronger, drive a faster car
To take me anywhere in seconds
To take me anywhere I wanna go
And drive around a faster car
I will settle for nothing less
I will settle for nothing less

I wanna be bigger, stronger, drive a faster car
At the touch of a button
I can go anywhere I wanna go
And drive around a faster car
I will settle for nothing less
I will settle for nothing less
I think I want to change my altitude
I think I want to change my oxygen
I think I want to change my air
My atmosphere
I wanna recharge

I wanna be bigger, stronger, drive a faster car
To take me anywhere in seconds
To take me anywhere I wanna go
And drive around my faster car
I will settle for nothing less
I will settle for nothing less

I think I need to change my attitude
I think I want to change my oxygen
I think I want to change my air
My atmosphere
I wanna recharge

Bigger and better
Bigger and better
Bigger and better
Bigger and better
Bigger, stronger, drive a faster car
At the touch of a button
I can go anywhere I wanna go"
Mince Spies - EP;2001-01-01;1;Have Yourself a Merry Little Christmas;No;"Have yourself a merry little Christmas
Let your heart be light
From now on, our troubles will be out of sight

Have yourself a merry little Christmas
Make the Yuletide gay
From now on, our troubles will be far away

And here we are, as In olden days
Happy golden days of yore
Faithful friends who are dear to us
Gather near to us
Once more
Through the years, we all will be together
If the fates allow
Hang a shining star upon the highest bough
And have yourself a merry little Christmas now
And have yourself a merry little Christmas now"
Mince Spies - EP;2001-01-01;2;Yellow (The Alpha Remix);No;"Look At The Stars
Look How They Shine For You
And Everything You Do
Yeah They Were All Yellow
I Came Along
I Wrote A Song For You
And All The Things You Do
And It Was Called Yellow
So Then I Took My Turn
Oh What A Thing To Have Done
And It Was All Yellow
Your Skin
Oh Yeah Your Skin And Bones
Turn Into Something Beautiful
And You Know
You Know I Love You So
You Know I Love You So
I Swam Across
I Jumped Across For You
Oh What A Thing To Do
'Cos You Were All Yellow
I Drew A Line
I Drew A Line For You
Oh What A Thing To Do
And It Was All Yellow
And Your Skin
Oh Yeah Your Skin And Bones
Turn Into Something Beautiful
And You Know
For You I Bleed Myself Dry
For You I Bleed Myself Dry
It's True
Look How They Shine For You
Look How They Shine For You
Look How They Shine For
Look How They Shine For You
Look How They Shine For You
Look How They Shine"
Live at KCRW’s “Morning Becomes Eclectic”;2000-12-20;1;Don’t Panic (Live at KCRW);No;"Bones sinking like stones
All that we've fought for
Homes, places we’ve grown
All of us are done for
We live in a beautiful world
Yeah we do
Yeah we do
We live in a beautiful world
Bones sinking like stones
All that we've fought for
Homes, places we've grown
All of us are done for
We live in a beautiful world
Yeah we do
Yeah we do
We live in a beautiful world
We live in a beautiful world
Yeah we do
Yeah we do
We live in a beautiful world
Oh all that I know
There’s nothing here to run from
'Cause here
Everybody here's got somebody to lean on"
Live at KCRW’s “Morning Becomes Eclectic”;2000-12-20;2;Spies (Live at KCRW);No;"I awake to find no peace of mind
I said, ""How do you live as a fugitive
Down here where I cannot see so clear?""
I said, ""What do I know
Show me the right way to go""
And the spies came out of the water
But you're feeling so bad 'cause you know
That the spies hide out in every corner
But you can't touch them no
'Cause they're all spies
They're all spies
I awake to see that no one is free
We're all fugitives
Look at the way we live
Down here I cannot sleep from fear no
I said, ""Which way do I turn?""
Oh I forget everything I learn
And the spies came out of the water
And you're feeling so bad 'cause you know
That the spies hide out in every corner
But you can't touch them no
'Cause they're all spies
They're all spies"
Live at KCRW’s “Morning Becomes Eclectic”;2000-12-20;3;Shiver (Live at KCRW;No;"So I look in your direction
But you pay me no attention do you
I know you don't listen to me
'Cause you say you see straight through me, don't you?
But on and on, from the moment I wake
'Til the moment I sleep
I'll be there by your side
Just you try and stop me
I'll be waiting in line
Just to see if you care
Oh, did you want me to change?
Well I changed for good
And I want you to know
That you'll always get your way
I wanted to say
Don't you shiver
Shiver
Sing it loud and clear
I'll always be waiting for you
So you know how much I need you
But you never even see me do you?
And is this my final chance of getting you?"
Live at KCRW’s “Morning Becomes Eclectic”;2000-12-20;4;Yellow (Live at KCRW);No;"Look at the stars
Look how they shine for you
And everything you do
Yeah they were all yellow
I came along
I wrote a song for you
And all the things you do
And it was called yellow
So then I took my turn
Oh what a thing to have done
And it was all yellow
Your skin
Oh yeah your skin and bones
Turn into something beautiful
You know you know I love you so
You know I love you so
I swam across
I jumped across for you
Oh what a thing to do
'Cause you were all yellow
I drew a line
I drew a line for you
Oh what a thing to do
And it was all yellow
Your skin
Oh yeah your skin and bones
Turn into something beautiful
And you know
For you I'd bleed myself dry
For you I'd bleed myself dry
It's true
Look how they shine for you
Look how they shine for you
Look how they shine for
Look how they shine for you
Look how they shine for you
Look how they shine"
Live at KCRW’s “Morning Becomes Eclectic”;2000-12-20;5;Trouble (Live at KCRW);No;"Oh no, I see
A spider web is tangled up with me
And I lost my head
And thought of all the stupid things I'd said

Oh no, what's this?
A spider web, and I'm caught in the middle
So I turned to run
And thought of all the stupid things I'd done
And I, I never meant to cause you trouble
And I, I never meant to do you wrong
And I, well, if I ever caused you trouble
And oh no, I never meant to do you harm

Oh no, I see
A spider web, and it's me in the middle
So I twist and turn
But here am I in my little bubble

Singing out, I never meant to cause you trouble
I never meant to do you wrong
And I, well, if I ever caused you trouble
Oh no, I never meant to do you harm

They spun a web for me
They spun a web for me
They spun a web for me"
Acoustic - EP;2000-10-29;1;Sparks;No;"Did I drive you away?
I know what you'll say
You say, ""Oh, sing one you know""
But I promise you this
I'll always look out for you
Yeah, that's what I'll do

I say, oh
I say, oh
My heart is yours
It's you that I hold on to
Yeah, that's what I do
And I know I was wrong
But I won't let you down
Oh yeah I will, yeah I will, yes I will

I said, oh
I cry, oh

Yeah, I saw sparks
Yeah, I saw sparks
And I saw sparks
Yeah, I saw sparks
Sing it out

La-la-la-la, oh
La-la-la-la, oh
La-la-la-la, oh
La-la-la-la, oh"
Acoustic - EP;2000-10-29;2;Careful Where You Stand;No;"I feel safe
I feel warm
When you're here
And I do no wrong
I am cured when I'm by your side
I'm alright
I'm alright

I am safe when I am with you
And I feel warm if you want me to
I am cured when I'm by your side
I'm alright
Careful where you stand my love
Careful where you lay your head
It's true we're always looking out for one another

I feel safe when I am with you
I feel warm when you want me to
I am cured when you are around
I'm alright

Careful where you stand my love
Careful where you lay your head
It's true we're always looking out for one another

So I like a quiet time please
Yeah I like a quiet time
Ooh, ah ooh, ah ooh
Ooh, ah ooh, ah ooh
And careful where you stand
And careful where you stand"
Acoustic - EP;2000-10-29;3;Yellow (Acoustic from Jo Whiley Lunchtime Social);No;"Look at the stars
Look how they shine for you
And everything you do
Yeah, they were all yellow
I came along
I wrote a song for you
And all the things you do
And it was called ""Yellow""
So then I took my turn
Oh, what a thing to have done
And it was all yellow
Your skin, oh yeah, your skin and bones
Turn into something beautiful
You know, you know I love you so
You know I love you so

I swam across
I jumped across for you
Oh, what a thing to do
'Cause you were all yellow
I drew a line
I drew a line for you
Oh, what a thing to do
And it was all yellow

Your skin, oh yeah, your skin and bones
Turn into something beautiful
And you know
For you, I’d bleed myself dry
For you, I'd bleed myself dry

It's true, look how they shine for you
Look how they shine for you
Look how they shine for
Look how they shine for you
Look how they shine for you
Look how they shine"
Acoustic - EP;2000-10-29;4;See You Soon;No;"So you lost your trust
And you never should have
And you never should have
But don't break your back
If you ever see this
But don't answer that

In a bulletproof vest
With the windows all closed
I'll be doing my best
I'll see you soon
In a telescope lens
And when all you want is friends
I'll see you soon
So they came for you
They came snapping at your heels
They come snapping at your heels
But don't break your back
If you ever hear this
But don't answer that

In a bulletproof vest
With the windows all closed
I'll be doing my best
I'll see you soon
In a telescope lens
And when all you want is friends
I'll see you soon
I'll see you soon

I know, you lost your trust
I know, you lost your trust
I Know, don't lose your trust
I know, you lost your trust"
Trouble - Single;2000-10-23;1;Trouble;No;"Oh no, I see
A spider web is tangled up with me
And I lost my head
And thought of all the stupid things I'd said

Oh no, what's this?
A spider web, and I'm caught in the middle
So I turned to run
And thought of all the stupid things I'd done
And I, I never meant to cause you trouble
And I, I never meant to do you wrong
And I, well, if I ever caused you trouble
And oh no, I never meant to do you harm

Oh no, I see
A spider web, and it's me in the middle
So I twist and turn
But here am I in my little bubble

Singing that I, I never meant to cause you trouble
And I, I never meant to do you wrong
And I, well, if I ever caused you trouble
Oh no, I never meant to do you harm

They spun a web for me
They spun a web for me
They spun a web for me"
Trouble - Single;2000-10-23;2;Brothers and Sisters (2000);No;"Brothers and sisters unite
It's the time of your lives
It's the time of your lives
Breakdown, breakdown
Gotta spread love around
Gotta spread it around

Brothers and sisters feel fine
It's the time of your lives
It's the time of your lives
There's no sound, no sound
Like this feeling you found
Like this feeling you found
But just stay down
'Cause sometimes you'll feel
And stay 'round
Sometimes you'll feel

And it's me they're looking for
And it's me, I will never survive
But we'll be around so long

Brothers and sisters unite
It's the time of your lives
It's the time of your lives
Breakdown, breakdown
Gotta spread love around, gotta spread it all 'round
But just stay down

And sometimes you'll feel
So stay 'round
And sometimes you'll feel

And it's me they're looking for
And it's me, I will never survive
But we'll be around so long"
Trouble - Single;2000-10-23;3;Shiver (Acoustic from Jo Whiley Lunchtime Social);No;"So I look in your direction
But you pay me no attention, do you?
I know you don't listen to me
'Cause you say you see straight through me, don't you?
But on and on
From the moment I wake, 'til the moment I sleep
I'll be there by your side, just you try and stop me
I'll be waiting in line, just to see if you care
Oh, did you want me to change?
Well, I'll change for good
And I want you to know
That you'll always get your way
I wanted to say—

Don't you shiver
Shiver
Sing it loud and clear
I'll always be waiting for you

So you know how much I need you
But you never even see me, do you?
And is this my final chance of getting you?
But on and on
From the moment I wake, 'til the moment I sleep
I'll be there by your side, just you try and stop me
I'll be waiting in line
Just to see if you care, if you care

Oh, did you want me to change?
Well, I'll change for good
And I want you to know
That you'll always get your way
I wanted to say—"
Live at Lowlands Festival;2000-09-29;1;The Man with the Harmonica (Intro);Yes;
Live at Lowlands Festival;2000-09-29;2;Spies;No;"I awake to find no peace of mind
I said, ""How do you live as a fugitive
Down here, where I cannot see so clear?""
I said, ""What do I know?
Show me the right way to go""

And the spies came out of the water
But you're feeling so bad 'cause you know
That the spies hide out in every corner
But you can't touch them, no
'Cause they're all spies
They're all spies
I awake to see that no one is free
We're all fugitives, look at the way we live
Down here, I cannot sleep from fear, no
I said, ""Which way do I turn?""
Oh, I forget everything I learn

And the spies came out of the water
And you're feeling so bad 'cause you know
That the spies hide out in every corner
But you can't touch them, no
'Cause they're all spies
They're all spies

And if we don't hide here
They're gonna find us
And if we don't hide now
They're gonna catch us where we sleep
Ah, and if we don't hide here
They're gonna find us

And the spies came out of the water
But you're feeling so good 'cause you know
That those spies hide out in every corner
They can’t touch you, no
'Cause they're just spies
They're just spies
They're just spies
They're just spies
They're just spies"
Live at Lowlands Festival;2000-09-29;3;Don’t Panic;No;"Bones, sinking like stones
All that we fought for
Homes, places we’ve grown
All of us are done for

We live in a beautiful world
Yeah, we do, yeah, we do
We live in a beautiful world
Bones, sinking like stones
All that we fought for
Homes, places we’ve grown
All of us are done for

And we live in a beautiful world
Yeah, we do, yeah, we do
We live in a beautiful world

And we live in a beautiful world
Yeah, we do, yeah, we do
We live in a beautiful world


Oh, all that I know
There's nothing here to run from
'Cause yeah, everybody here's
Got somebody to lean on"
Live at Lowlands Festival;2000-09-29;4;Bigger Stronger;No;"I wanna be bigger, stronger, drive a faster car
To take me anywhere in seconds
To take me anywhere I wanna go
And drive around a faster car
I will settle for nothing less
I will settle for nothing less

I wanna be bigger, stronger, drive a faster car
At the touch of a button
I can go anywhere I wanna go
And drive around a faster car
I will settle for nothing less
I will settle for nothing less
I think I want to change my altitude
I think I want to change my oxygen
I think I want to change my air
My atmosphere
I wanna recharge

I wanna be bigger, stronger, drive a faster car
To take me anywhere in seconds
To take me anywhere I wanna go
And drive around my faster car
I will settle for nothing less
I will settle for nothing less

I think I need to change my attitude
I think I want to change my oxygen
I think I want to change my air
My atmosphere
I wanna recharge

Bigger and better
Bigger and better
Bigger and better
Bigger and better
Bigger, stronger, drive a faster car
At the touch of a button
I can go anywhere I wanna go"
Live at Lowlands Festival;2000-09-29;5;High Speed;No;"Can anybody fly this thing?
Before my head explodes
Or my head starts to ring?

We've been living life inside a bubble
We've been living life inside a bubble

Confidence in you
Is confidence in me
Is confidence in-a high speed
Can anybody stop this thing?
Before my head explodes
Or my head starts to ring?

We've been living life inside a bubble
We've been living life inside a bubble

Confidence in you
Is confidence in me
Is confidence in-a high speed

In high speed
High speed

High speed you on
High speed you on
High speed you on
High speed you on"
Live at Lowlands Festival;2000-09-29;6;Yellow;No;"Look at the stars, look how they shine for you
And everything you do
Yeah, they were all yellow
I came along, I wrote a song for you
And all the things you do
And it was called ""Yellow""
So then I took my turn
Oh, what a thing to have done
And it was all yellow
(Aah) Your skin, oh, yeah, your skin and bones
(Ooh) Turn into something beautiful
(Aah) You know, you know I love you so
You know I love you so

I swam across, I jumped across for you
Oh, what a thing to do
'Cause you were all yellow
I drew a line, I drew a line for you
Oh, what a thing to do
And it was all yellow

(Aah) Your skin, oh, yeah, your skin and bones
(Ooh) Turn into something beautiful
(Aah) And you know, for you, I'd bleed myself dry
For you, I'd bleed myself dry

It's true, look how they shine for you
Look how they shine for you
Look how they shine for
Look how they shine for you
Look how they shine for you
Look how they shine"
Live at Lowlands Festival;2000-09-29;7;Trouble;No;"Oh no, I see
A spider web is tangled up with me
And I lost my head
And thought of all the stupid things I'd said

Oh no, what's this?
A spider web, and I'm caught in the middle
So I turned to run
And thought of all the stupid things I'd done
And I, I never meant to cause you trouble
And I, I never meant to do you wrong
And I, well, if I ever caused you trouble
And oh no, I never meant to do you harm

Oh no, I see
A spider web, and it's me in the middle
So I twist and turn
But here am I in my little bubble

Singing that I, I never meant to cause you trouble
And I, I never meant to do you wrong
And I, well, if I ever caused you trouble
Oh no, I never meant to do you harm

They spun a web for me
They spun a web for me
They spun a web for me"
Live at Lowlands Festival;2000-09-29;8;Shiver;No;"So I look in your direction
But you pay me no attention, do you?
I know you don't listen to me
'Cause you say you see straight through me, don't you?

But on and on
From the moment I wake, 'til the moment I sleep
I'll be there by your side, just you try and stop me
I'll be waiting in line, just to see if you care
Oh, did you want me to change?
Well, I changed for good
And I want you to know
That you'll always get your way
I wanted to say

Don't you shiver
Shiver
Sing it loud and clear
I'll always be waiting for you

So you know how much I need you
But you never even see me, do you?
And is this my final chance
Of getting you?

But on and on
From the moment I wake, 'til the moment I sleep
I'll be there by your side, just you try and stop me
I'll be waiting in line, just to see if you care, if you care

Oh, oh, did you want me to change?
Well, I changed for good
And I want you to know
That you'll always get your way
I wanted to say"
Live at Lowlands Festival;2000-09-29;9;Everything’s Not Lost;No;"When I counted up my demons
Saw there was one for every day
With the good ones on my shoulders
I drove the other ones away

So if you ever feel neglected
And if you think that all is lost
I'll be counting up my demons, yeah
Hoping everything's not lost
When you thought that it was over
You could feel it all around
And everybody's out to get you
Don't you let it drag you down

'Cause if you ever feel neglected
And if you think that all is lost
I'll be counting up my demons, yeah
Hoping everything's not lost


If you ever feel neglected
If you think that all is lost
I'll be counting up my demons, yeah
Hoping everything's not lost

Singin' out, oh-oh-oh, yeah
Oh, oh, yeah
Oh, oh, yeah
Everything's not lost
So come on, yeah
Oh, oh, yeah
Come on, yeah
And everything's not lost
Oh, oh, yeah
Oh, oh, yeah
Oh, oh, yeah
And everything's not lost
Come on, yeah
Oh, oh, yeah
Come on, yeah
Come on, yeah
Oh, oh, yeah
Come on, yeah
And everything's not lost
Sing out, yeah
Oh, oh, yeah
Come on, yeah
And everything's not lost
Come on, yeah
Oh, oh yeah
Sing out, yeah
And everything's not lost"
Parachutes;2000-07-10;1;Don’t Panic;No;"Bones, sinking like stones
All that we fought for
Homes, places we’ve grown
All of us are done for

We live in a beautiful world
Yeah, we do, yeah, we do
We live in a beautiful world
Bones, sinking like stones
All that we fought for
Homes, places we’ve grown
All of us are done for

And we live in a beautiful world
Yeah, we do, yeah, we do
We live in a beautiful world

And we live in a beautiful world
Yeah, we do, yeah, we do
We live in a beautiful world


Oh, all that I know
There's nothing here to run from
'Cause yeah, everybody here's
Got somebody to lean on"
Parachutes;2000-07-10;2;Shiver;No;"So I look in your direction
But you pay me no attention, do you?
I know you don't listen to me
'Cause you say you see straight through me, don't you?

But on and on
From the moment I wake, 'til the moment I sleep
I'll be there by your side, just you try and stop me
I'll be waiting in line, just to see if you care
Oh, did you want me to change?
Well, I changed for good
And I want you to know
That you'll always get your way
I wanted to say

Don't you shiver
Shiver
Sing it loud and clear
I'll always be waiting for you

So you know how much I need you
But you never even see me, do you?
And is this my final chance
Of getting you?

But on and on
From the moment I wake, 'til the moment I sleep
I'll be there by your side, just you try and stop me
I'll be waiting in line, just to see if you care, if you care

Oh, oh, did you want me to change?
Well, I changed for good
And I want you to know
That you'll always get your way
I wanted to say"
Parachutes;2000-07-10;3;Spies;No;"I awake to find no peace of mind
I said, ""How do you live as a fugitive
Down here, where I cannot see so clear?""
I said, ""What do I know?
Show me the right way to go""

And the spies came out of the water
But you're feeling so bad 'cause you know
That the spies hide out in every corner
But you can't touch them, no
'Cause they're all spies
They're all spies
I awake to see that no one is free
We're all fugitives, look at the way we live
Down here, I cannot sleep from fear, no
I said, ""Which way do I turn?""
Oh, I forget everything I learn

And the spies came out of the water
And you're feeling so bad 'cause you know
That the spies hide out in every corner
But you can't touch them, no
'Cause they're all spies
They're all spies

And if we don't hide here
They're gonna find us
And if we don't hide now
They're gonna catch us where we sleep
Ah, and if we don't hide here
They're gonna find us

And the spies came out of the water
But you're feeling so good 'cause you know
That those spies hide out in every corner
They can’t touch you, no
'Cause they're just spies
They're just spies
They're just spies
They're just spies
They're just spies"
Parachutes;2000-07-10;4;Sparks;No;"Did I drive you away?
I know what you'll say
You say, ""Oh, sing one you know""
But I promise you this
I'll always look out for you
Yeah, that's what I'll do

I say, oh
I say, oh
My heart is yours
It's you that I hold on to
Yeah, that's what I do
And I know I was wrong
But I won't let you down
Oh yeah I will, yeah I will, yes I will

I said, oh
I cry, oh

Yeah, I saw sparks
Yeah, I saw sparks
And I saw sparks
Yeah, I saw sparks
Sing it out

La-la-la-la, oh
La-la-la-la, oh
La-la-la-la, oh
La-la-la-la, oh"
Parachutes;2000-07-10;5;Yellow;No;"Look at the stars, look how they shine for you
And everything you do
Yeah, they were all yellow
I came along, I wrote a song for you
And all the things you do
And it was called ""Yellow""
So then I took my turn
Oh, what a thing to have done
And it was all yellow
(Aah) Your skin, oh, yeah, your skin and bones
(Ooh) Turn into something beautiful
(Aah) You know, you know I love you so
You know I love you so

I swam across, I jumped across for you
Oh, what a thing to do
'Cause you were all yellow
I drew a line, I drew a line for you
Oh, what a thing to do
And it was all yellow

(Aah) Your skin, oh, yeah, your skin and bones
(Ooh) Turn into something beautiful
(Aah) And you know, for you, I'd bleed myself dry
For you, I'd bleed myself dry

It's true, look how they shine for you
Look how they shine for you
Look how they shine for
Look how they shine for you
Look how they shine for you
Look how they shine"
Parachutes;2000-07-10;6;Trouble;No;"Oh no, I see
A spider web is tangled up with me
And I lost my head
And thought of all the stupid things I'd said

Oh no, what's this?
A spider web, and I'm caught in the middle
So I turned to run
And thought of all the stupid things I'd done
And I, I never meant to cause you trouble
And I, I never meant to do you wrong
And I, well, if I ever caused you trouble
And oh no, I never meant to do you harm

Oh no, I see
A spider web, and it's me in the middle
So I twist and turn
But here am I in my little bubble

Singing that I, I never meant to cause you trouble
And I, I never meant to do you wrong
And I, well, if I ever caused you trouble
Oh no, I never meant to do you harm

They spun a web for me
They spun a web for me
They spun a web for me"
Parachutes;2000-07-10;7;Parachutes;No;"In a haze, a stormy haze
I'll be round, I'll be loving you always
Always
Here I am and I'll take my time
Here I am and I'll wait in line always
Always"
Parachutes;2000-07-10;8;High Speed;No;"Can anybody fly this thing?
Before my head explodes
Or my head starts to ring?

We've been living life inside a bubble
We've been living life inside a bubble

Confidence in you
Is confidence in me
Is confidence in-a high speed
Can anybody stop this thing?
Before my head explodes
Or my head starts to ring?

We've been living life inside a bubble
We've been living life inside a bubble

Confidence in you
Is confidence in me
Is confidence in-a high speed

In high speed
High speed

High speed you on
High speed you on
High speed you on
High speed you on"
Parachutes;2000-07-10;9;We Never Change;No;"I wanna live life and never be cruel
I wanna live life and be good to you
And I wanna fly and never come down
And live my life and have friends around

We never change, do we? No, no
We never learn, do we?

So I wanna live in a wooden house
I wanna live life and always be true
And I wanna live life and be good to you
I wanna fly and never come down
And-a live my life and have friends around
We never change, do we? No, no
We never learn, do we?

So I wanna live in a wooden house
Where making more friends would be easy
Oh, and I don't have a soul to save
Yes, and I sin every single day

We never change, do we?
We never learn, do we?

So I wanna live in a wooden house
Where making more friends would be easy
I wanna live where the sun comes out"
Parachutes;2000-07-10;10;Everything’s Not Lost;No;"When I counted up my demons
Saw there was one for every day
With the good ones on my shoulders
I drove the other ones away

So if you ever feel neglected
And if you think that all is lost
I'll be counting up my demons, yeah
Hoping everything's not lost
When you thought that it was over
You could feel it all around
And everybody's out to get you
Don't you let it drag you down

'Cause if you ever feel neglected
And if you think that all is lost
I'll be counting up my demons, yeah
Hoping everything's not lost


If you ever feel neglected
If you think that all is lost
I'll be counting up my demons, yeah
Hoping everything's not lost

Singin' out, oh-oh-oh, yeah
Oh, oh, yeah
Oh, oh, yeah
Everything's not lost
So come on, yeah
Oh, oh, yeah
Come on, yeah
And everything's not lost
Oh, oh, yeah
Oh, oh, yeah
Oh, oh, yeah
And everything's not lost
Come on, yeah
Oh, oh, yeah
Come on, yeah
Come on, yeah
Oh, oh, yeah
Come on, yeah
And everything's not lost
Sing out, yeah
Oh, oh, yeah
Come on, yeah
And everything's not lost
Come on, yeah
Oh, oh yeah
Sing out, yeah
And everything's not lost"
Parachutes;2000-07-10;11;Life Is for Living;No;"Now I never meant to do you wrong
That's what I came here to say
But if I was wrong, then I'm sorry
But don't let it stand in our way
'Cause my head just aches when I think of
The things that I shouldn't have done
But life is for living, we all know
And I don't want to live it alone

Sing, ah, ah, oh
Sing, ah, ah, oh
And just sing, ah, ah, oh"
Yellow - Single;2000-06-26;1;Yellow;No;"Look at the stars, look how they shine for you
And everything you do
Yeah, they were all yellow
I came along, I wrote a song for you
And all the things you do
And it was called ""Yellow""
So then I took my turn
Oh, what a thing to have done
And it was all yellow
(Aah) Your skin, oh, yeah, your skin and bones
(Ooh) Turn into something beautiful
(Aah) You know, you know I love you so
You know I love you so

I swam across, I jumped across for you
Oh, what a thing to do
'Cause you were all yellow
I drew a line, I drew a line for you
Oh, what a thing to do
And it was all yellow

(Aah) Your skin, oh, yeah, your skin and bones
(Ooh) Turn into something beautiful
(Aah) And you know, for you, I'd bleed myself dry
For you, I'd bleed myself dry

It's true, look how they shine for you
Look how they shine for you
Look how they shine for
Look how they shine for you
Look how they shine for you
Look how they shine"
Yellow - Single;2000-06-26;2;Help Is Round the Corner;No;"Stuck here, in the middle of nowhere
With a headache and a heavy heart
Oh well nothing was going quite right here
And I'm tired, I can't play my part

Come on, come on
Oh what a state I'm in
Come on, come on
Why won't it just sink in?
That help is just around the corner for us
Oh my head just won't stop achin'
And I'm sat here lickin' my wounds
And I'm shattered but it really doesn't matter
Cos my rescue is gonna be here soon

Come on, come on
Oh what a state I'm in
Come on, come on
Why won't it just sink in?
Help is just around the corner for us
That help is just around the corner for us
Oh that help is just around the corner for us"
Yellow - Single;2000-06-26;3;No More Keeping My Feet on the Ground;No;"Sometimes I wake up, and I'm falling asleep
I think that maybe the curtains are closing on me
But I wake up
Yes I wake up smiling

Sometimes I feel, oh, the charge is surprising
Surprisingly good to be moving around
So I wake up
Yes I wake up smiling
So what? I feel fine
I'm OK, I've seen the lighter side of life
I'm alright, I feel good
So I'll go, and I'll try to stop moving

Sometimes I wake up, and I'm falling asleep
But I've got to get going, so much that I'm wanting to do
But I wake up smiling

And this could be my last chance
Of saving my innocence
And this could be my last chance
No more keeping my feet on the ground

Sometimes I feel, oh, the charge is surprising
Surprisingly good to be moving around
And I move
I wake up smiling

So what? I feel fine
I feel OK, I've seen the lighter side of life
I'm alright, I feel good
So I'll go, well it's time to stop moving"
Shiver - Single;2000-03-06;1;Shiver;No;"So I look in your direction
But you pay me no attention, do you?
I know you don't listen to me
'Cause you say you see straight through me, don't you?

But on and on
From the moment I wake, 'til the moment I sleep
I'll be there by your side, just you try and stop me
I'll be waiting in line, just to see if you care
Oh, did you want me to change?
Well, I changed for good
And I want you to know
That you'll always get your way
I wanted to say

Don't you shiver
Shiver
Sing it loud and clear
I'll always be waiting for you

So you know how much I need you
But you never even see me, do you?
And is this my final chance
Of getting you?

But on and on
From the moment I wake, 'til the moment I sleep
I'll be there by your side, just you try and stop me
I'll be waiting in line, just to see if you care, if you care

Oh, oh, did you want me to change?
Well, I changed for good
And I want you to know
That you'll always get your way
I wanted to say"
Shiver - Single;2000-03-06;2;For You;No;"If you're lost and feel alone
Circumnavigate the globe
All you ever have to hope for two
And the way you seem to float
Circumnavigate in hope
And they seem to lose control
With you

Ooh Ooh Ooh Ooh
Everyone of us is hurt
And everyone of us is scarred
Everyone of us is scared
Not you
Your eyes closed
Your head hurts
Your eyes feel so low

Ooh Ooh Ooh Ooh
Everyone of us is scared
Everyone of us is hurt
Everyone of us has hope
All for you
For you
For you
For you
For you
For you
For you
For you
For you
For you
For you"
Shiver - Single;2000-03-06;3;Careful Where You Stand;No;"I feel safe
I feel warm
When you're here
And I do no wrong
I am cured when I'm by your side
I'm alright
I'm alright

I am safe when I am with you
And I feel warm if you want me to
I am cured when I'm by your side
I'm alright
Careful where you stand my love
Careful where you lay your head
It's true we're always looking out for one another

I feel safe when I am with you
I feel warm when you want me to
I am cured when you are around
I'm alright

Careful where you stand my love
Careful where you lay your head
It's true we're always looking out for one another

So I like a quiet time please
Yeah I like a quiet time
Ooh, ah ooh, ah ooh
Ooh, ah ooh, ah ooh
And careful where you stand
And careful where you stand"
The Blue Room - EP;1999-10-11;1;Bigger Stronger;No;"I wanna be bigger, stronger, drive a faster car
To take me anywhere in seconds
To take me anywhere I wanna go
And drive around a faster car
I will settle for nothing less
I will settle for nothing less

I wanna be bigger, stronger, drive a faster car
At the touch of a button
I can go anywhere I wanna go
And drive around a faster car
I will settle for nothing less
I will settle for nothing less
I think I want to change my altitude
I think I want to change my oxygen
I think I want to change my air
My atmosphere
I wanna recharge

I wanna be bigger, stronger, drive a faster car
To take me anywhere in seconds
To take me anywhere I wanna go
And drive around my faster car
I will settle for nothing less
I will settle for nothing less

I think I need to change my attitude
I think I want to change my oxygen
I think I want to change my air
My atmosphere
I wanna recharge

Bigger and better
Bigger and better
Bigger and better
Bigger and better
Bigger, stronger, drive a faster car
At the touch of a button
I can go anywhere I wanna go"
The Blue Room - EP;1999-10-11;2;Don’t Panic (Blue Room Version);No;"Bones, sinking like stones
All that we fought for
Homes, places we’ve grown
All of us are done for

We live in a beautiful world
Yeah, we do, yeah, we do
We live in a beautiful world
Bones, sinking like stones
All that we fought for
Homes, places we’ve grown
All of us are done for

And we live in a beautiful world
Yeah, we do, yeah, we do
We live in a beautiful world


And we live in a beautiful world
Yeah, we do, yeah, we do
We live in a beautiful world

Oh, all that I know
There's nothing here to run from
'Cause yeah, everybody here's got somebody to lean on"
The Blue Room - EP;1999-10-11;3;See You Soon;No;"So you lost your trust
And you never should have
And you never should have
But don't break your back
If you ever see this
But don't answer that

In a bulletproof vest
With the windows all closed
I'll be doing my best
I'll see you soon
In a telescope lens
And when all you want is friends
I'll see you soon
So they came for you
They came snapping at your heels
They come snapping at your heels
But don't break your back
If you ever hear this
But don't answer that

In a bulletproof vest
With the windows all closed
I'll be doing my best
I'll see you soon
In a telescope lens
And when all you want is friends
I'll see you soon
I'll see you soon

I know, you lost your trust
I know, you lost your trust
I Know, don't lose your trust
I know, you lost your trust"
