Album Name;Release Date;Track Number;Track Name;Track Instrumental;Track Lyrics
"Christmas Lights - 7"" Single Vinyl";2020-12-04;1;Christmas Lights;No;"Christmas night, another fight
Tears, we cried a flood
Got all kinds of poison in
Of poison in my blood
I took my feet, to Oxford Street
Tryna right a wrong
Just walk away, those windows say
But I can't believe she's gone

When you're still waiting for the snow to fall
Doesn't really feel like Christmas at all
Up above candles on air flicker
Oh, they flicker and they float
But I'm up here holding on
To all those chandeliers of hope
Like some drunken Elvis singing
I go singing out of tune
Saying how I always loved you darling
And I always will

Oh, when you're still waiting for the snow to fall
Doesn't really feel like Christmas at all
Still waiting for the snow to fall
It doesn't really feel like Christmas at all

Those Christmas lights
Light up the street
Down where the sea and city meet
May all your troubles soon be gone
Oh, Christmas lights, keep shining on

Those Christmas lights
Light up the street
Maybe they'll bring her back to me
Then all my troubles will be gone
Oh, Christmas lights, keep shining on"
"Christmas Lights - 7"" Single Vinyl";2020-12-04;2;Have Yourself A Merry Little Christmas (Jo Whiley, BBC Radio 1 Session);No;"Have yourself a merry little Christmas
Let your heart be light
From now on, our troubles will be out of sight

Have yourself a merry little Christmas
Make the Yuletide gay
From now on, our troubles will be far away

And here we are, as In olden days
Happy golden days of yore
Faithful friends who are dear to us
Gather near to us
Once more
Through the years, we all will be together
If the fates allow
Hang a shining star upon the highеst bough
And have yourself a merry littlе Christmas now
And have yourself a merry little Christmas now"
Coldplay: Reimagined ;2020-02-21;1;BrokEn (Reimagined);No;"Hmm-hmm, hmm-hmm
Hmm-hmm, hmm-oh
Hmm-hmm, hmm-hmm
Hmm-hmm

Lord, when I'm broken (When I'm broken)
I'm in need (I'm in need)
Feel that ocean (Feel that ocean)
Swallowing me (Swallowing me)
My head is hanging (Head is hanging)
So sorrowfully (So sorrowfully)
Oh Lord (Ooh-ooh)
Come shine your light on me (Shine your light on me)
On that morning (On that morning)
When I'm cared and blue (Scared and blue)
When I'm hungry (When I'm hungry)
And thirsty too (Thirsty too)
Send this raindrop (Send this raindrop)
Down to the sea (Down to the sea)
Oh Lord (Ooh-ooh)
Come shine your light on me (Shine your light on me)

Oh, shine your light (Oh, shine your light)
Oh, shine a light (Oh, shine a light)
And I know (Ooh-ooh)
That in the darkness I'm alright (I'm alright)
See there's no sun rising (Ooh-ooh)
But inside I'm free (Ooh-ooh)
'Cause the Lord will shine a light for me (Shine a light on me)
Oh, the Lord will shine a light on me (Shine your light on me)
Sing it now

Hmm-hmm, hmm-hmm
Hmm-hmm, hmm-oh
Hmm-hmm, hmm-hmm
Hmm-hmm, hmm-oh
Hmm-hmm, hmm-hmm
Hmm-hmm, hmm-oh
Hmm-hmm, hmm-hmm
Hmm-hmm
Hmm-hmm-hmm-hmm"
Coldplay: Reimagined ;2020-02-21;2;Champion of the World (Reimagined);No;"I tried my best to be just like
The other boys in school
I tried my best to get it right
And died in every duel
This mountainside is suicide
This dream will never work
Still the sign upon my headstone, write
""A champion of the world""

Yeah
I tried my best to stay alight
Fly like a firework
I tried my best to stay in fight
But my rocket ship won't work
No, referee, don't stop the fight
Everyone can see I'm hurt
Still I'll stand before conquistadors
Till I'm champion of the world

And when I sail, I'm sailing west
Knowing I might fail, but still I'm hoping for the best
In in my dreams, onto my chest
She'll pin the colours and say:
""I wandered the whole wide world but
Baby, you're the best""

Lo lo-lo-lo lo oh
Ee-yo-ee-yo-ee-yo-ee-yeah
Lo lo-lo-lo lo

So I'm flying on my bicycle
Heading upwards from the Earth
I'm jumping with no parachute
Out into the universe
I have E.T. on my bicycle
Because giving up won't work
Now I'm riding on my rocketship
And I'm champion of the world
Doo-doo-roo, doo-doo-doo-roo
Doo-roo, doo-roo, doo-roo"
Coldplay: Reimagined ;2020-02-21;3;Cry Cry Cry (Reimagined);No;"Cry, cry, cry, baby
Cry, cry, cry

In a book about the world
Called ""The Luminous Things""
There are trees and flowers glowing
While Jizo Bodhisattva sings

When you cry, cry, cry, baby
When you cry, cry, cry
When you cry, cry, cry, baby
I'll be by your side
Don't want us to hurt each other (Dum-dum-dum, dum-dum-dum)
Or cause each other pain (Dum-dum-dum, dum-dum-dum)
Don't want to fear what we don't know (Dum-dum-dum, dum-dum-dum)
(Dum-dum-dum, dum-dum-dum)
We're in this together, baby (Dum-dum-dum, dum-dum-dum)
We're as singing is to rain (Dum-dum-dum, dum-dum-dum)
So I'll never, ever, ever let you go (Dum-dum-dum)

When you cry, cry, cry, baby
When you cry, cry, cry
When you cry, cry, cry, baby
I'll be by your side
Ooh, yeah
Ooh, yeah

For your miracles outnumber
All the stars out in the sky
Doo-doo, doo-doo-roo-roo-roo
Alright, ooh"
Everyday Life;2019-11-22;1;Sunrise;Yes;
Everyday Life;2019-11-22;2;Church;No;"What can I tell you?
When I'm with you, I'm walking on air
Watching you sleeping there, yeah
And what can't I get through?
When for everyone, everywhere
You're answering every prayer

And when you're riding a wave
Oh, won't you ride that wave to me?
When you're setting your sail
Oh, can I be your seventh sea?
When you're riding a wave
Oh, when you're riding a wave
'Cause when I'm hurt
Then I'll go to your church
'Cause when I'm hurt
Then I'll go to your church


When you're riding a wave
Oh, won't you ride that wave to me?
When you're riding a wave

أبي يا الله يا قادر، لماذا تركتني؟
أبي يا الله يا قادر
حرية يا الله
محبة يا الله

(Ooh, ooh, ooh)
(Ooh, ooh, ooh)
I worship in your church, baby, always
I worship in your church, all the seven days (Ooh, ooh, ooh)
I praise and praise
(Ooh, ooh, ooh)
(Ooh, ooh, ooh)"
Everyday Life;2019-11-22;3;Trouble in Town;No;"Trouble in town
Because they cut my brother down
Because my sister can't wear her crown
There's trouble, there's trouble in town
Blood on the beat (Oh-oh)
Oh my goodness, there's blood on the beat
Law of the jungle or the law of the street
There's blood on, there's blood on the beat

And I get no shelter
And I get no peace
And I never get released
Trouble in town (Oh-oh)
Because they hung my Brother Brown
Because their system just keep you down
There's trouble, there's trouble in town

And I get no shelter
And I get no peace
And I just get more police, eh
And I get no comfort
And I get no name
Everything is gettin' strange

Best friends
What's that?
What's his name?
X (Standby, sir)
Alright, is that X your middle name?
Of course, it's on a vehicle ID, right? (There must be some way)
You gettin' smart? 'Cause you'll be in a fucking car with him
I'm telling you
Fucking smartass (Or it's gonna kick off someday)
I'm asking you what the X is, is that your middle name?
Of course, what is it?
Don't come back with the ""What is it?"" fucking shit (There must be some way)
Talk to these fucking pigs on the street that way, you ain't talking to me that way
I don't talk to nobody in the streets, I don't hang with nobody
Well, then don't come to fucking Philadelphia, stay in Jersey
I have family out here
Everybody thinks they're a fucking lawyer and they don't know jack shit
Are you supposed to grab me like this?
Grab you up? I'll grab you any way I got to
You're not protecting me by stopping me while I'm trying to go to work
Why don't you shut up?"
Everyday Life;2019-11-22;4;BrokEn;No;"Hmm-hmm, hmm-hmm
Hmm-hmm, hmm-oh
Hmm-hmm, hmm-hmm
Hmm-hmm

Lord, when I'm broken (When I'm broken)
And I'm in need (I'm in need)
Feel that ocean (Feel that ocean)
Swallowing me (Swallowing me)
Head is hanging (Head is hanging)
So sorrowfully (So sorrowfully)
Oh Lord (Ooh-ooh)
Come shine your light on me (Shine your light on me)
On that morning (On that morning)
Scared and blue (Scared and blue)
When I'm hungry (When I'm hungry)
And thirsty too (Thirsty too)
Send this raindrop (Send this raindrop)
Down to the sea (Down to the sea)
Oh Lord (Ooh-ooh)
Come shine your light on me (Shine your light on me)

Oh, shine your light (Oh, shine your light)
Oh, shine a light (Oh, shine a light)
And I know (Ooh-ooh)
That in the darkness I'm alright (I'm alright)
See there's no sun rising (Ooh-ooh)
But inside I'm free (Ooh-ooh)
'Cause the Lord will shine a light for me
(Shine a light on me)
Oh, the Lord will shine a light on me
(Shine your light on me)
Sing it now

Hmm-hmm, hmm-hmm
Hmm-hmm, hmm-oh
Hmm-hmm, hmm-hmm
Hmm-hmm, hmm-oh
Hmm-hmm, hmm-hmm
Hmm-hmm, hmm-oh
Hmm-hmm, hmm-hmm
Hmm-hmm
Hmm-hmm-hmm-hmm"
Everyday Life;2019-11-22;5;Daddy;No;"Daddy, are you out there?
Daddy, won't you come and play?
Daddy, do you not care?
Is there nothing that you wanna say?

I know
You're hurting too
But I need you, I do
Daddy, if you're out there
Daddy, all I want to say
You're so far away
Oh, you're so far away
That's okay, it's okay
I'm okay

Daddy, are you out there?
Daddy, why'd you run away?
Daddy, are you okay?
Look, Dad, we got the same hair
And Daddy, it's my birthday
And all I wanna say

Is you're so far away
Oh, and you're so far away
That's okay, it's okay
It's okay

Ooh, ooh, ooh, ooh
(Ooh, ooh, ooh, ooh) You're so far away

Won't you come and won't you stay?
Please stay, oh, please stay
Won't you come and won't you stay?
One day, just one day"
Everyday Life;2019-11-22;6;WOTW / POTP;No;"In a world gone wrong
I shall be strong
Wonder of the world, power of the people
I will not want
My faith is strong
Wonder of the world, power of the people

Our world tonight
Get it right
Holding on to the steeple
Our world tonight
I'm off in light
Wonder of the world, power of the people
Ooh-ooh-ooh, ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh"
Everyday Life;2019-11-22;7;Arabesque;No;"I could be you, you could be me
Two raindrops in the same sea
You could be me, I could be you
Two angles of the same view
And we share the same blood


Comme deux gouttes d’eau
On se ressemble
Comme provenant de la même mère
Comme deux ruisseaux (You could be me)
Qui se rassemblent (I could be you)
Pour faire les grandes rivières
And we share the same blood
Yeah, we share the same blood

And we share the same blood
Yeah, we share the same blood

Music is the weapon, music is the weapon of the future
Music is the weapon, music is the weapon of the future
Music is the weapon, music is the weapon of the future

Same fucking blood
Same fucking blood"
Everyday Life;2019-11-22;8;When I Need a Friend;No;"Holy, Holy
Dove descend
Soft and slowly
When I'm near the end
Holy, Holy
Dark defend
Shield me, shōld me
When I need a friend

Slowly, slowly
Violence, end
Love reign o'er me
When I need a friend
Hombre, mire
Ah, propiamente
Para toda la gente ha sido motivo de burla
Por que todo el mundo piensa que es una cosa imposible
Que es cuestión de locos
El problema es que todo es increíble
Y la gente no lo acepta"
Everyday Life;2019-11-22;9;Guns;No;"Take it from the playgrounds and take it from the bums
Take it from the hospitals and squeeze it from the slums
All the kids make pistols with their fingers and their thumbs
Advertise a revolution, arm it when it comes
We're cooking up the zeros, we've been doing all the sums
The judgment of this court is we need more guns

Stop
Everything's gone so crazy
Everything tangled in blue
Everyone's gone fucking crazy
Maybe I'm crazy too

Melt down all the trumpets, all the trombones and the drums
Who needs education or A Thousand Splendid Suns?
Poor is good for business, cut the forests, they're so dumb
Only save your look-alikes and fuck the other ones
It's the opinion of this board that we need more guns

Stop

Everything's gone so crazy
Everybody but you
Everything's gone fucking crazy
Maybe I'm crazy too"
Everyday Life;2019-11-22;10;Orphans;No;"I want to know when I can go
Back and get drunk with my friends
Boom boom kah, buba de kah
Boom boom kah, buba de kah
Boom boom kah, buba de kah

Rosaleem of the Damascene
Yes, she had eyes like the moon
Would have been on the silver screen
But for the missile monsoon
She went (Woo-woo, woo-woo, ooh-ooh-ooh)
Indigo up in heaven today
(Woo-woo, woo-woo, ooh-ooh-ooh)
Bombs going boom-ba-ba-boom
She say

I want to know when I can go
Back and get drunk with my friends
I want to know when I can go
Back and be young again

Baba would go where the flowers grow
Almond and peach trees in bloom
And he would know just when and what to sow
So golden and opportune

But he went (Woo-woo, woo-woo, ooh-ooh-ooh)
Tulips the colour of honey today
(It's true, true, woo-woo, ooh-ooh-ooh)
Bombs going boom-ba-ba-boom
He say"
Everyday Life;2019-11-22;11;Èkó;No;"Ah-hmm

Joseph rode in on a beam of light
Stray dogs to welcome him, fights, corrugate cathedrals
The sight of the pilgrims going nowhere in millions of cars

Lagos a dream in the distance
From promises he'd made behind
Where there was no harvest
But he missed the sky and its circus
And countless, the stars
In Africa
The rivers are perfectly deep
And beautifully wide
In Africa
The mothers will sing you to sleep
And say, ""It's alright, child
It's alright""

Yeah
Ah-hmm
Ah-hmm

In Africa
We dance in the water and hold
Each other so tight
In Africa
The mothers will sing you to sleep
And say, ""It's alright, child
It's alright""

Joseph rode in on a beam of light
And dreamed of his queen by his side
There'll be a beautiful sunset
And you'll be a beautiful bride"
Everyday Life;2019-11-22;12;Cry Cry Cry;No;"Cry, cry, cry, baby
Cry, cry, cry

In a book about the world
Called The Luminous Things
There are trees and flowers glowing
While Jizo Bodhisattva sings

When you cry, cry, cry, baby
When you cry, cry, cry
When you cry, cry, cry, baby
I'll be by your side
(Dum-dum-dum) Don't want us to hurt each other (Dum-dum-dum)
Or cause each other pain (Dum-dum-dum, dum-dum-dum)
(Dum-dum-dum) Don't want to fear what we don't know (Dum-dum-dum)
(Dum-dum-dum, dum-dum-dum)
(Dum-dum-dum) We're in this together, baby (Dum-dum-dum)
We're as singing is to rain (Dum-dum-dum, dum-dum-dum)
So I'll never, ever, ever let you go (Dum-dum-dum)

When you cry, cry, cry, baby
When you cry, cry, cry
When you cry, cry, cry, baby
I'll be by your side
Oh, yeah, yeah
Oh, yeah, yeah

For your miracles outnumber
All the stars out in the sky"
Everyday Life;2019-11-22;13;Old Friends;No;"Tony was a friend of mine
We were together all the time
He had my back
Once he really saved my life

Sometimes I wanna call him
Say, ""Hey, let's stay up 'til morning""

And when I close my eyes, when I close my eyes
I see you, you
When I close my eyes, when I close my eyes
You come through, you
Time just deepens
Sweetens and mends
Old friends
We all melt back into the picture
Raindrops back into the water
Old friends
Hmm, hmm
And there are no ends to old friends
Amen"
Everyday Life;2019-11-22;14;بنی آدم;No;"بنی آدم اعضای یکدیگرند
که در آفرینش ز یک گوهرند
چو عضوی بدرد آورد روزگار،
دگر عضوها را نماند قرار
تو کز محنت دیگران بی‌غمی،
نشاید که نامت نهند آدمی
May there be peace and love and perfection throughout all creation, through God
May there be peace and love and perfection throughout all creation, through God
Gi nwa nke chukwu, gini ka ina ekwu
N'ihi ihe nile
Nke chukwu mere"
Everyday Life;2019-11-22;15;Champion of the World;No;"Gi nwa nke chukwu, gini ka ina ekwu
N'ihi ihe nile
Nke chukwu mere

I tried my best to be just like
The other boys in school
I tried my best to get it right
And died at every duel
This mountainside is suicide
This dream will never work
Still the sign upon my headstone, write
""A champion of the world""
Oh oh-oh
Oh oh-oh-oh oh oh

I tried my best to stay alight
Fly like a firework
I tried my best at taking flight
But my rocket ship reversed
Oh, referee, don't stop the fight
Everyone can see I'm hurt
But I'll stand before conquistadors
Till I'm champion of the world

(When I sail) And when I sail
I'm sailing west
(Know I might fail) Knowing I might fail
But still I'm hoping for the best
(In my dreams) And in my dreams
Onto my chest
She'll pin the colours and say
""I wandered the whole wide world but
Baby, you're the best""

Lo lo-lo-lo lo oh
Ee-yo-ee-yo-ee-yo-ee-yeah
Lo lo-lo-lo lo"
Everyday Life;2019-11-22;16;Everyday Life;No;"What in the world are we going to do?
Look at what everybody's going through
What kind of world do you want it to be?
Am I the future or the history?

'Cause everyone hurts, everyone cries
Everyone tells each other all kinds of lies
Everyone falls, everybody dreams and doubts
Got to keep dancing when the lights go out
How in the world am I going to see
You as my brother, not my enemy?

'Cause everyone hurts, everyone cries
Everyone sees the colour in each other's eyes
Everyone loves, everybody gets their hearts ripped out
Got to keep dancing when the lights go out
Gonna keep dancing when the lights go out
Hold tight for everyday life
Hold tight for everyday life

At first light, throw my arms out, open wide
Hallelujah, hallelujah
Hallelu-halle-hallelujah
Hallelujah, hallelujah
Hallelu-halle-hallelujah
Yes"
Everyday Life;2019-11-22;17;Flags;No;"The talk among the skeletons this morning
(Aside from all the medicine and health)
If you could do it all again, would you do it all the same?
Is there something that you'd tell your former self?
There were those that wished they'd spun upon the jukebox
There were pirates who had never seen the sea
But the one recurring theme, the one recurring dream they had
Was to be whatever they wanted to be
""To be Pyotr Tchaikovsky
To be free, and like everyone else
There will be no flags to own me, no!
'Cause I just want to be myself""

Julie, telephoning by a ouija
""Is there any advice that you could give?
When you know you're not like them
Do you know La Varsovienne?
I know that I am living, but can you show me how to live?""

And the Holy Roman Army
Said, ""Your heart beats like everyone else""
But you don't need no flags to tell you who you are, so say
""I just want to be myself''

La-la-la-la, la-la-la-la, la-la-la-la
La-la-la-la, la-la-la-la, la-la-la-la
La-la-la-la, la-la-la-la, la-la-la-la
La-la-la-la, la-la-la-la, la-la-la-la

There's an aura that surrounds thee
There's a different kind of wealth
And I don't need flags to know you're really something
And I just love you for yourself
Oh, I just love you for yourself"
Live in Buenos Aires;2018-12-07;1;A Head Full of Dreams (Live in Buenos Aires);No;"I'm sorry, but I don't want to be an emperor. That's not my business. I don't want to rule or conquer anyone. I should like to help everyone if possible; Jew, Gentile, black man, white. We all want to help one another. Human beings are like that. We want to live by each other's happiness, not by each other's misery. We don't want to hate and despise one another. In this world, there's room for everyone, and the good earth is rich and can provide for everyone. To those who can hear me, I say, do not despair. The misery that is now upon us is but the passing of greed, the bitterness of men who fear the way of human progress. The hate of men will pass, and dictators die, and the power they took from the people will return to the people. The kingdom of God is within man, not one man nor a group of men, but in all men! In you! You, the people, have the power, the power to create machines, the power to create happiness! You, the people, have the power to make this life free and beautiful, to make this life a wonderful adventure!
A wonderful adventure!

Oh, I think I landed
In a world I hadn't seen
When I'm feeling ordinary
When I don't know what I mean

Oh, I think I landed
Where there are miracles at work
For the thirst and for the hunger
Come the conference of birds
Saying it's true, it's not what it seems
Leave your broken windows open
And in the light just streams
You get a head, a head full of dreams
You can see the change you wanted
Be what you want to be
And you get a head, a head full of dreams
Into life, I’ve just been woken
With a head full, a head full of dreams

Oh, I think I landed
Where there are miracles at work
Now you've got me open-handed
Now you've got me lost for words
I sing oh, whoa, oh, oh
I sing oh, whoa, oh, oh
Oh, whoa, oh, oh

Full of dreams (Oh, whoa, oh, oh)
Into life, I’ve just been spoken
With a head full, a head full of dreams"
Live in Buenos Aires;2018-12-07;2;Yellow (Live in Buenos Aires);No;"Uno, dos, tres, cuatro

Look at the stars
Look how they shine for you
Everything you do
Yeah, they were all yellow
I came along, wrote a song for you
And all the things you do
And it was called ""Yellow""
So then I took my turn
What a thing to have done
And it was all yellow
Let's go
Your skin, oh yeah, your skin and bones
Turn into something beautiful
You know, you know I love you so
¡Cantar, todos!
You know I love you so

I swam across, I jumped across for you
What a thing to do
'Cause you were all yellow
I drew a line, I drew a line for you
What a thing to do, my love
And it was all yellow
Yeah, yeah, yeah

Your skin, oh yeah, your skin and bones
Turn into something beautiful
And you know
For you, I'd bleed myself dry
For you, I'd bleed myself dry

It's true, look how they shine for you
Look how they shine for you
Look how they shine for
Look how they shine for you
Look how they shine for you
Look how they shine"
Live in Buenos Aires;2018-12-07;3;Every Teardrop Is a Waterfall (Live in Buenos Aires);No;"Vamos a cantar juntos
Sing ""E-yo"" (E-yo)
Sing ""E-yo"" (E-yo)

I turn the music up, I got my records on
I shut the world outside until the lights come on
Maybe the streets alight, maybe the trees are gone
But I feel my heart start beating to my favorite song
And all the kids they dance, all the kids all night
Until Monday morning sees another life
I turn the music up, I'm on a roll this time
Heaven is in sight
Yeah, woo, woo, ooh
I turn the music up, I got my records on
From underneath the rubble, sing a rebel song
Don't want to see another generation drop
I'd rather be a comma than a full stop
Maybe I'm in the black, maybe I'm on my knees
Maybe I'm in the gap between the two trapezes
But my heart is beating, pulses start
Cathedrals in my heart

As we saw, oh, this light
I swear you, emerge blinking into
To tell me it's alright
As we soar walls
Every siren is a symphony
Every tear's a waterfall
Is a waterfall
Is a waterfall, ah
Is a waterfall
Every teardrop is a waterfall, ah

So you can hurt, hurt me bad
But still, I'll raise
Still, I'll raise the flag"
Live in Buenos Aires;2018-12-07;4;The Scientist (Live in Buenos Aires);No;"(Come up to meet you, tell you I'm sorry)
(You don't know how lovely you are)

Come up to meet you, tell you I'm sorry
You don't know how lovely you are
I had to find you to tell you I need you
To tell you I set you apart
Tell me your secrets, and ask me your questions
And oh, let's go back to the start
Running in circles, coming up tails
Heads on a science apart
Nobody said it was easy
It's such a shame for us to part
Nobody said it was easy
No one ever said it would be this hard
I'm going back to the start

Antonio and Martina

I was just guessing at numbers and figures
I was pulling the puzzles apart
A question of science, of science and progress
Do not speak as loud as my heart
So tell me you love me, oh, come back and haunt me
Oh, and I rush to the start
Running in circles, chasing our tails
Coming back as we are

Nobody said it was easy
Oh, it's such a shame for us to part
Nobody said it was easy
No one ever said it would be so hard
Oh, let's go back to the start"
Live in Buenos Aires;2018-12-07;5;God Put a Smile Upon Your Face (Live in Buenos Aires);No;"Por favor, manos arriba
Uno, dos, tres, go
Dame sus manos
Izquierda, derecha, arriba, abajo
Now gimme a whoo whoo (Whoo whoo)
Whoo whoo (Whoo whoo)
Gimme a whoo whoo (Whoo whoo)
Uno, dos, uno, dos, tres

Where do we go? Nobody knows
I've got to say I'm on my way down
God, give me style and give me grace
And put a smile upon my face
Salta conmigo
Ah, when you work it out, I'm worse than you
Yeah, when you work it out, I wanted to
Ah, when you work out where to draw the line
Your guess is as good as mine, ayy

Where do we go to draw the line?
All the girls scream if you're having a good time
Where do we go to fall from grace?
Now all the boys make some noise
Shake the walls of the fucking place

Ah, when you work it out, I'm worse than you
Yeah, when you work it out, I wanted to
Ah, when you work out where to draw the line
Your guess is as good as mine
Lights off, Feasty

Sing ""Olé, olé, olé, olé, olé, olé""
Olé, olé, olé, olé, olé, olé
Sing ""Olé, olé, olé, olé, olé, olé""
Olé, olé, olé, olé, olé, olé
Más fuerte, olé, olé, olé, olé, olé, olé
Más fuerte, olé, olé, olé, olé, olé, olé
Vamos cantando juntos, olé, olé, olé, olé, olé
Olé, olé, olé, olé
Uno, dos, uno, dos, tres
One, two, yeah, go!"
Live in Buenos Aires;2018-12-07;6;Paradise (Live in Buenos Aires);No;"Ooh, ooh, ooh
Ahh, ahh, ooh

When she was just a girl
She expected the world
But it flew away from her reach
So she ran away in her sleep
And dreamed of para-para-paradise
Para-para-paradise
Para-para-paradise
Every time she closed her eyes
Woo, ooh, ooh
Wahh, ahh, ooh

When she was just a girl
She expected the world
It flew away from her reach
The bullets catch in her teeth
Life goes on, it gets so heavy
The wheel breaks the butterfly
Every tear a waterfall
In the night, the stormy night, she'll close her eyes
In the night, the stormy night, away she'd fly

And dream of para-para-paradise
Para-para-paradise
Para-para-paradise
Oh-oh-oh-oh-oh-oh-oh-oh
She'd dream of para-para-paradise
Para-para-paradise
Para-para-paradise
Oh-oh-oh-oh-oh-oh-oh-oh

La la, la la la la la
La la la la la, la la la la
So lying underneath those stormy skies
She'd say, ""Oh, I know the sun must set to rise"""
Live in Buenos Aires;2018-12-07;7;Always in My Head (Live in Buenos Aires);No;"I think of you
I haven't slept
I think I do, but I don't forget
My body moves, goes where I will
But though I try, my heart stays still
It never moves, just won't be led
And so my mouth waters to be fed

And you're always in my head
Always in my head
You're always in my head
You're always in my head, ayy
You're always in my head
Oh no, you're always in my
Always in my
This, I guess
Is to tell you you're chosen out from the rest"
Live in Buenos Aires;2018-12-07;8;Magic (Live in Buenos Aires);No;"Call it magic, call it true
I call it magic here with all of you
And I just got broken, broken into two
Still, I call it magic when I'm next to you
Eoh-eoh

And I don't, and I don't, and I don't, and I don't
No, I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you
And I don't, no I don't, no I don't, no I don't
No, I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you
Call it magic, cut me into two
And with all your magic, I disappear from view
And I can't get over, can't get over you
Still, I call it magic, you're such a precious jewel

No, I don't, and I don't, and I don't, and I don't
No, I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you
I don't, no I don't, no I don't, no I don't
No, I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you

Wanna fall, fall so far
I wanna fall, fall so hard
And I call it magic, call it true
Call it ma-magic

And if you were to ask me
After all that we've been through
""Still believe in magic?""
Well, yes, I do
Of course, I do"
Live in Buenos Aires;2018-12-07;9;Everglow (Live in Buenos Aires);No;"Oh, they say people come, say people go
These particular diamonds were extra special
And though you might be gone, the world may not know
Still I see you, celestial
And I should, but I can't let you go

But when I’m cold, cold
Yeah, when I'm cold, cold
There's a light that you give me when I’m in shadow
There's a feeling within me of everglow
Like brothers in blood, or sisters who ride
Yeah, we swore on that night, we'd be friends 'til we die
But the changing of winds, and the way waters flow
Life is short as the falling of snow
And now, I'm gonna miss you, I know

But when I'm cold, cold
In water rolled, salt
I know you're always with me and the way you will show
You're with me wherever I go
But you give me this feeling, this everglow

What I wouldn’t give for just a moment to hold
Because I live for this feeling, this everglow

So if you love someone, you should let them know
Oh, the light that you give me will everglow

God is watching me
God is, God don’t praise me because I beat Joe Frazier
God don't give nothin’ 'bout Joe Frazier
God don't care nothing about England or America as far as real wealth, it's all His
He wants to know how do we treat each other?
How do we help each other?
So, I’m going to dedicate my life to using my name and popularity to helping charities, helping people, uniting people, bring...
People bombing each other because of religious beliefs
We need somebody in the world to help us all make peace
So when I die, if there's a Heaven, I wanna see it"
Live in Buenos Aires;2018-12-07;10;Clocks (Live in Buenos Aires);No;"Lights go out and I can't be saved
Tides that I tried to swim against
Have brought me down upon my knees
Oh, and I beg, I beg and plead, singing
Come out of things unsaid
Shoot an apple off my head
And a trouble that can’t be named
A tiger's waiting to be tamed, singing

You are
You are
Confusion that never stops
The closing walls and ticking clocks
Are gonna come back and take you home
I could not stop that, but you now know
So I come out upon the seas
Cursed missed opportunities
Am I a part of the cure?
Or am I part of the disease? Singing

You are
You are
You, you are
You are

Oh, nothing else compares
Oh, nothing else compares
Oh, nothing else compares
No, no

You are
You are"
Live in Buenos Aires;2018-12-07;11;Midnight (Live in Buenos Aires);No;"In the darkness before the dawn
In the darkness before the dawn
Leave a light, a light on
Leave a light, a light on"
Live in Buenos Aires;2018-12-07;12;Charlie Brown (Live in Buenos Aires);No;"Let's go
Yeah
Okay, alright
Muchisimas gracias amigos
Tenemos mucha suerte de estar aquí
Uno, dos, ¡saltando!

I stole a key
Took a car downtown where the lost boys meet
Took a car downtown, took what they offered me
To set me free
I saw the lights go down at the end of the scene
Saw the lights go down, and standing in front of me
Is you

In my scarecrow dreams
When they smash my heart into smithereens
Be a bright red rose come bursting through concrete
Be a cartoon heart
Oh, and light a fire, a fire, a spark
Light a fire, a flame in my heart
We’ll run wild
We’ll be glowing in the dark

Whoo-ooh
Glowing in the dark
Whoo, whoo

All the boys, all the girls
All that matters in the world
All the boys, all the girls
All the madness that occurs
All the highs, all the lows
As the room a-spinning goes
We’ll run riot
We’ll be glowing in the dark"
Live in Buenos Aires;2018-12-07;13;Hymn for the Weekend (Live in Buenos Aires);No;"Drink from me, drink from me (Oh ah, oh ah)
That we shoot across the sky
Got me feeling drunk and high
Symphony (So high, so high)
That we shoot across the sky

Oh, angel sent from up above
You know you make my world light up
When I was down, when I was hurt
You came to lift me up
Life is a drink and love's a drug
Oh, now I think I must be miles up
When I was a river dried up
You came to rain a flood
Said drink from me, drink from
When I was so thirsty
Poured on a symphony
Oh, now I just can’t get enough
Put your wings on me, wings on me
When I was so heavy
Poured on a symphony
Yo, when I'm low, low, low, low

Ah, oh ah, oh ah
Got me feeling drunk and high
So high, so high
Oh ah, oh ah, oh ah
Now I'm feeling drunk and high
So high, so high
Woo

Oh, angel sent from up above
I feel you coursing through my blood
Life is a drink and your love’s about
To make the stars come out, yeah

Put your wings on me, wings on me
When I was so heavy
Poured on a symphony
Yo, when I'm low, low, low, low"
