Album ID;Album Name;Release Date;Track Name;Disc Number;Track Number;Artist Names;Popularity;Explicit;Duration;Loudness;Tempo;Key;Mode;Time Signature;Danceability;Energy;Speechiness;Acousticness;Instrumentalness;Liveness;Valence
3J6zaHMhIAWJtxhWpOdLBZ;Lost!;2008-11-07;Lost@ - Live at the United Center, Chicago, IL;1;3;Coldplay;33;No;03:55;-6.683;86.979;G;Major;4/4;0.376;0.911;0.0447;0.0142;0.003;0.948;0.758
3J6zaHMhIAWJtxhWpOdLBZ;Lost!;2008-11-07;Lost+ (with Jay-Z);1;4;Coldplay;43;Yes;04:16;-7.019;174.247;G;Major;4/4;0.242;0.804;0.0595;0.00814;0.515;0.36;0.402
2JJtOvxbxzUJsDVVyYZZPJ;Viva La Vida;2008-06-12;Viva La Vida;1;1;Coldplay;47;No;04:02;-7.115;138.015;F;Minor;4/4;0.486;0.617;0.0287;0.0954;3.23e-06;0.109;0.417
2JJtOvxbxzUJsDVVyYZZPJ;Viva La Vida;2008-06-12;Death Will Never Conquer;1;2;Coldplay;36;No;01:17;-9.983;128.676;D♯/E♭;Major;4/4;0.471;0.324;0.0387;0.961;0.000176;0.116;0.392
0PpuVbbyLfgq8HrESvt2d4;Prospekt's March;2008-05-26;Life in Technicolor ii;1;1;Coldplay;26;No;04:05;-7.06;131.052;A;Major;4/4;0.473;0.91;0.0391;0.00159;5.29e-05;0.248;0.293
0PpuVbbyLfgq8HrESvt2d4;Prospekt's March;2008-05-26;Postcards from Far Away;1;2;Coldplay;27;No;00:48;-19.387;126.704;A♯/B♭;Major;4/4;0.46;0.164;0.048;0.99;0.953;0.146;0.189
0PpuVbbyLfgq8HrESvt2d4;Prospekt's March;2008-05-26;Glass of Water;1;3;Coldplay;24;No;04:44;-8.298;157.124;D;Major;4/4;0.151;0.694;0.032;0.000421;0.0634;0.334;0.231
0PpuVbbyLfgq8HrESvt2d4;Prospekt's March;2008-05-26;Rainy Day;1;4;Coldplay;22;No;03:26;-6.964;137.994;G♯/A♭;Major;4/4;0.376;0.677;0.0292;0.0765;0.00266;0.126;0.653
0PpuVbbyLfgq8HrESvt2d4;Prospekt's March;2008-05-26;Prospekt's March / Poppyfields;1;5;Coldplay;25;No;03:39;-11.992;154.465;D;Major;4/4;0.227;0.279;0.0302;0.401;0.00428;0.193;0.0954
0PpuVbbyLfgq8HrESvt2d4;Prospekt's March;2008-05-26;Lost+ (with Jay-Z);1;6;Coldplay;22;Yes;04:16;-7.024;174.852;G;Major;4/4;0.229;0.805;0.0589;0.00801;0.506;0.357;0.386
0PpuVbbyLfgq8HrESvt2d4;Prospekt's March;2008-05-26;Lovers in Japan - Osaka Sun Mix;1;7;Coldplay;23;No;03:58;-6.037;111.982;G;Major;4/4;0.401;0.94;0.0758;0.00268;0.404;0.298;0.321
0PpuVbbyLfgq8HrESvt2d4;Prospekt's March;2008-05-26;Now My Feet Won't Touch the Ground;1;8;Coldplay;22;No;02:27;-13.797;124.09;C;Major;4/4;0.511;0.255;0.0302;0.817;0.853;0.0819;0.13
2Pc9C27OlgTTtjvFxulqgG;Violet Hill;2008-05-06;Violet Hill;1;1;Coldplay;35;No;03:42;-7.875;76.022;C♯/D♭;Minor;4/4;0.345;0.581;0.0369;0.0603;0.00127;0.115;0.108
2Pc9C27OlgTTtjvFxulqgG;Violet Hill;2008-05-06;A Spell a Rebel Yell;1;2;Coldplay;34;No;02:48;-5.245;112.011;C;Major;4/4;0.538;0.87;0.0358;0.449;0.781;0.309;0.608
2dlacdThpQkKMsjHIomtu8;The Hardest Part;2006-04-06;The Hardest Part;1;1;Coldplay;36;No;04:22;-5.883;123.727;A♯/B♭;Major;4/4;0.5;0.844;0.0369;0.0228;0.00398;0.455;0.444
2dlacdThpQkKMsjHIomtu8;The Hardest Part;2006-04-06;How You See the World - Live from Earls Court;1;2;Coldplay;34;No;04:16;-7.493;132.087;G♯/A♭;Minor;4/4;0.477;0.693;0.0543;0.0756;0.0;0.965;0.148
0Pfwiiwar1e7p5N7r8Wdeb;Talk;2005-12-19;Talk - Junkie XL Remix;1;1;Coldplay;32;No;11:42;-6.744;131.01;G;Minor;4/4;0.603;0.712;0.0353;0.000973;0.503;0.0658;0.357
0Pfwiiwar1e7p5N7r8Wdeb;Talk;2005-12-19;Talk - Francois K Dub;1;2;Coldplay;28;No;09:03;-8.329;126.979;G♯/A♭;Major;4/4;0.797;0.844;0.0621;0.00491;0.626;0.0651;0.519
0Pfwiiwar1e7p5N7r8Wdeb;Talk;2005-12-19;Talk - Thin White Duke Mix;1;3;Coldplay;35;No;09:00;-9.022;131.308;C;Major;4/4;0.593;0.706;0.0736;0.123;0.388;0.0879;0.601
1skkhQGSj1VljTbaejos3f;Fix You;2005-09-13;Fix You;1;1;Coldplay;35;No;04:55;-8.74;138.178;D♯/E♭;Major;4/4;0.209;0.417;0.0338;0.164;0.00196;0.113;0.124
1skkhQGSj1VljTbaejos3f;Fix You;2005-09-13;Pour Me - Live at the Hollywood Bowl;1;2;Coldplay;16;No;05:01;-8.603;155.012;D;Major;4/4;0.179;0.627;0.0348;0.14;0.000113;0.54;0.15
1skkhQGSj1VljTbaejos3f;Fix You;2005-09-13;The World Turned Upside Down;1;3;Coldplay;18;No;04:32;-5.976;136.803;A;Major;4/4;0.534;0.841;0.0498;0.0244;0.000239;0.128;0.0759
1skkhQGSj1VljTbaejos3f;Fix You;2005-09-13;Fix You - Live from Arnhem, Netherlands;1;4;Coldplay;23;No;06:08;-10.036;140.306;D♯/E♭;Major;4/4;0.149;0.416;0.0326;0.0137;0.000505;0.684;0.192
2VjLPaSmVItKbYhx7ZHBmE;Speed of Sound;2005-05-23;Speed of Sound;1;1;Coldplay;48;No;04:51;-6.783;123.055;B;Minor;4/4;0.52;0.898;0.0553;0.00476;0.0251;0.0731;0.34
2VjLPaSmVItKbYhx7ZHBmE;Speed of Sound;2005-05-23;Things I Don't Understand;1;2;Coldplay;40;No;04:55;-6.593;137.076;A;Minor;4/4;0.407;0.95;0.0602;0.00102;0.00174;0.0412;0.314
2VjLPaSmVItKbYhx7ZHBmE;Speed of Sound;2005-05-23;Proof;1;3;Coldplay;39;No;04:10;-11.428;128.134;B;Major;4/4;0.53;0.176;0.0317;0.94;0.475;0.109;0.0751
0Uk9J6k7ZV1SCsezKHCg6w;2000 Miles;2003-12-02;2000 Miles;1;1;Coldplay;35;No;03:15;-10.538;117.512;G;Major;4/4;0.47;0.32;0.0312;0.929;0.249;0.11;0.351
5ZHXwTzxonEauEvYWIgBfw;God Put a Smile upon Your Face;2003-07-07;God Put a Smile upon Your Face;1;1;Coldplay;33;No;04:57;-5.761;126.532;A;Major;4/4;0.611;0.556;0.0288;0.175;7.14e-05;0.0359;0.252
5ZHXwTzxonEauEvYWIgBfw;God Put a Smile upon Your Face;2003-07-07;Murder;1;2;Coldplay;32;No;05:34;-7.243;109.994;F♯/G♭;Minor;3/4;0.452;0.65;0.0291;0.111;0.00275;0.178;0.289
1hnFNY7vQA0VipdplCdhPJ;Clocks;2003-03-24;Clocks;1;1;Coldplay;56;No;05:07;-7.215;130.97;F;Minor;4/4;0.577;0.749;0.0279;0.599;0.0115;0.183;0.255
1hnFNY7vQA0VipdplCdhPJ;Clocks;2003-03-24;Crests of Waves;1;2;Coldplay;43;No;03:39;-6.039;120.025;C♯/D♭;Minor;4/4;0.49;0.709;0.033;0.267;0.599;0.163;0.538
1hnFNY7vQA0VipdplCdhPJ;Clocks;2003-03-24;Animals;1;3;Coldplay;41;No;05:33;-9.13;140.009;G;Minor;4/4;0.469;0.481;0.0255;0.041;6.53e-06;0.103;0.114
67eXmDByt2bonypIe2vJsN;Murder;2003;Murder;1;1;Coldplay;35;No;05:34;-7.243;109.994;F♯/G♭;Minor;3/4;0.456;0.65;0.0289;0.111;0.00271;0.178;0.292
2fycwGrq4XpHHWoLR4hOzF;In My Place;2002-08-05;In My Place;1;1;Coldplay;51;No;03:48;-6.513;144.737;A;Major;4/4;0.433;0.561;0.0268;0.0446;1.52e-06;0.191;0.214
2fycwGrq4XpHHWoLR4hOzF;In My Place;2002-08-05;One I Love;1;2;Coldplay;40;No;04:35;-6.661;134.009;D;Major;4/4;0.44;0.776;0.0356;0.109;0.507;0.365;0.367
2fycwGrq4XpHHWoLR4hOzF;In My Place;2002-08-05;I Bloom Blaum;1;3;Coldplay;40;No;02:11;-19.362;78.843;F♯/G♭;Minor;4/4;0.443;0.157;0.0382;0.929;0.0454;0.109;0.186
4FtNaWzjhO9OXCRFEsSmuI;The Scientist;2002-08-05;The Scientist;1;1;Coldplay;56;No;05:11;-7.991;146.409;F;Major;4/4;0.572;0.419;0.024;0.737;1.5e-05;0.11;0.209
4FtNaWzjhO9OXCRFEsSmuI;The Scientist;2002-08-05;1.36;1;2;Coldplay;36;No;02:05;-4.467;136.761;C♯/D♭;Major;4/4;0.437;0.903;0.0532;0.0608;0.429;0.34;0.578
4FtNaWzjhO9OXCRFEsSmuI;The Scientist;2002-08-05;I Ran Away;1;3;Coldplay;41;No;04:26;-9.668;109.587;A;Major;4/4;0.518;0.62;0.0273;0.0596;0.215;0.0722;0.364
3rY30nCdrF8RP3OvBrHTNQ;I Ran Away;2002;I Ran Away;1;1;Coldplay;13;No;04:26;-9.646;109.593;A;Major;4/4;0.517;0.634;0.0262;0.0504;0.127;0.0778;0.351
1sPu7EQ1vbjG3A5GOqMVam;Have Yourself a Merry Little Christmas (Jo Whiley, BBC Radio 1 Session);2001-11-30;Have Yourself a Merry Little Christmas - Jo Whiley, BBC Radio 1 Session;1;1;Coldplay;38;No;02:19;-13.458;97.585;G♯/A♭;Major;3/4;0.421;0.0824;0.0417;0.974;1.67e-05;0.111;0.0597
36Z4YfJRuw3r2VeHgNQbrF;Don't Panic;2001-03-19;Don't Panic;1;1;Coldplay;45;No;02:16;-8.409;122.062;C;Major;4/4;0.602;0.612;0.0335;0.206;0.00616;0.107;0.453
36Z4YfJRuw3r2VeHgNQbrF;Don't Panic;2001-03-19;You Only Live Twice - Live from Norway;1;2;Coldplay;35;No;04:06;-5.636;81.768;E;Major;4/4;0.375;0.822;0.0363;0.0182;1.45e-06;0.961;0.604
5lVhDQnJYSknv2vLRX9ifV;Trouble;2000-10-26;Trouble;1;1;Coldplay;39;No;04:33;-7.496;139.757;B;Minor;4/4;0.565;0.546;0.0314;0.189;0.0015;0.17;0.195
5lVhDQnJYSknv2vLRX9ifV;Trouble;2000-10-26;Brothers & Sisters;1;2;Coldplay;37;No;04:49;-9.027;113.723;C♯/D♭;Minor;3/4;0.357;0.416;0.031;0.522;0.000323;0.0868;0.103
5lVhDQnJYSknv2vLRX9ifV;Trouble;2000-10-26;Shiver (Jo Whiley Lunchtime Social);1;3;Coldplay;39;No;04:21;-11.308;78.718;E;Major;4/4;0.487;0.437;0.0269;0.395;0.0;0.15;0.16
3TQANfSeYZtl5rpNjYyR6U;Yellow;2000-06-26;Yellow;1;1;Coldplay;57;No;04:26;-7.227;173.372;B;Major;4/4;0.429;0.661;0.0281;0.00239;0.000121;0.234;0.285
3TQANfSeYZtl5rpNjYyR6U;Yellow;2000-06-26;Help Is Round the Corner;1;2;Coldplay;44;No;02:36;-13.699;139.154;C♯/D♭;Major;4/4;0.481;0.266;0.0293;0.853;5.5e-05;0.155;0.258
3TQANfSeYZtl5rpNjYyR6U;Yellow;2000-06-26;No More Keeping My Feet on the Ground;1;3;Coldplay;39;No;04:31;-5.445;124.704;B;Major;5/4;0.332;0.805;0.0417;0.0779;0.542;0.109;0.202
2rd83EFsdLMTyrgVizvpxX;Shiver;2000-03-06;Shiver;1;1;Coldplay;43;No;05:04;-6.186;116.707;E;Major;3/4;0.397;0.803;0.0488;0.0334;0.0;0.0688;0.286
2rd83EFsdLMTyrgVizvpxX;Shiver;2000-03-06;For You;1;2;Coldplay;46;No;05:43;-16.308;73.992;C♯/D♭;Minor;4/4;0.486;0.173;0.0348;0.8;0.815;0.13;0.174
2rd83EFsdLMTyrgVizvpxX;Shiver;2000-03-06;Careful Where You Stand;1;3;Coldplay;44;No;04:45;-12.925;110.333;E;Major;4/4;0.369;0.215;0.0296;0.888;0.00013;0.0931;0.0797
3MVb2CWB36x7VwYo5sZmf2;The Blue Room;1999-10-11;Bigger Stronger;1;1;Coldplay;42;No;04:49;-5.933;75.74;G;Major;4/4;0.271;0.698;0.039;0.00181;0.637;0.0738;0.231
3MVb2CWB36x7VwYo5sZmf2;The Blue Room;1999-10-11;Don't Panic;1;2;Coldplay;41;No;02:38;-10.061;118.016;C;Major;4/4;0.62;0.6;0.0493;0.0345;0.514;0.108;0.427
3MVb2CWB36x7VwYo5sZmf2;The Blue Room;1999-10-11;See You Soon;1;3;Coldplay;64;No;02:51;-12.779;92.226;E;Major;4/4;0.369;0.295;0.0351;0.657;1.54e-05;0.107;0.211
3MVb2CWB36x7VwYo5sZmf2;The Blue Room;1999-10-11;High Speed;1;4;Coldplay;37;No;04:16;-9.342;154.448;G;Minor;4/4;0.493;0.525;0.0301;0.396;0.00736;0.0961;0.248
3MVb2CWB36x7VwYo5sZmf2;The Blue Room;1999-10-11;Such a Rush;1;5;Coldplay;40;No;04:57;-9.457;106.844;G;Minor;5/4;0.303;0.236;0.0331;0.0696;0.00396;0.11;0.141
1As5m9qcOZtuFzdlzCkrzI;Brothers & Sisters;1999-04-26;Brothers & Sisters;1;1;Coldplay;33;No;04:05;-7.329;72.103;B;Minor;4/4;0.416;0.571;0.029;0.292;0.0;0.302;0.37
1As5m9qcOZtuFzdlzCkrzI;Brothers & Sisters;1999-04-26;Easy To Please;1;2;Coldplay;37;No;03:01;-16.465;74.27;A;Major;4/4;0.383;0.262;0.0315;0.739;0.144;0.362;0.15
1As5m9qcOZtuFzdlzCkrzI;Brothers & Sisters;1999-04-26;Only Superstition;1;3;Coldplay;33;No;03:48;-9.136;87.307;A;Minor;4/4;0.413;0.793;0.0289;0.155;6.01e-05;0.0885;0.685
6Z4KpcopszRc1Y8on7Q2fG;ブラザーズ・アンド・シスターズ;1999-01-01;ブラザーズ・アンド・シスターズ;1;1;Coldplay;2;No;04:05;-7.329;72.103;B;Minor;4/4;0.416;0.571;0.029;0.292;0.0;0.302;0.37
6Z4KpcopszRc1Y8on7Q2fG;ブラザーズ・アンド・シスターズ;1999-01-01;イージー・ツ・プリーズ;1;2;Coldplay;2;No;03:01;-16.465;74.27;A;Major;4/4;0.383;0.262;0.0315;0.739;0.144;0.362;0.15
6Z4KpcopszRc1Y8on7Q2fG;ブラザーズ・アンド・シスターズ;1999-01-01;オンリー・スーパースティション;1;3;Coldplay;2;No;03:48;-9.136;87.307;A;Minor;4/4;0.413;0.793;0.0289;0.155;6.01e-05;0.0885;0.685
