Album Name;Genre;Release Date;Track Number;Track Name;Artist Names;Duration;Explicit;Gain
Everglow;Alternative;11/11/2016;1;Everglow (Edit);Coldplay;03:47;No;-8.5
Everglow;Alternative;11/11/2016;2;Everglow;Coldplay;05:01;No;-9.0
Up&Up (Freedo Remix);Dance;16/09/2016;1;Up&Up (Freedo Remix);Coldplay;03:30;No;-10.4
Up&Up;Alternative;22/04/2016;1;Up&Up;Coldplay;03:58;No;-7.2
Adventure of a Lifetime (Yotto Remix);Alternative;28/03/2016;1;Adventure of a Lifetime (Yotto Remix);Coldplay;03:49;No;-8.1
Hymn for the Weekend (Seeb Remix);Dance;25/03/2016;1;Hymn for the Weekend (Seeb Remix);Coldplay;03:32;No;-6.9
Adventure of a Lifetime;Alternative;04/12/2015;1;Adventure of a Lifetime;Coldplay;03:43;No;-7.2
Adventure of a Lifetime (Matoma Remix);Dance;03/12/2015;1;Adventure of a Lifetime (Matoma Remix);Coldplay;04:10;No;-9.7
A Sky Full of Stars (Hardwell Remix);Alternative/Rock;01/12/2014;1;A Sky Full of Stars (Hardwell Remix);Coldplay;05:13;No;-7.2
True Love (Davide Rossi Remix);Alternative/Rock;01/12/2014;1;True Love (Davide Rossi Remix);Coldplay;04:41;No;-10.7
Ink (Live at Le Casino De Paris, Paris);Alternative/Rock;20/10/2014;1;Ink (Live at Le Casino De Paris, Paris);Coldplay;04:09;No;-9.8
True Love;Alternative/Rock;14/08/2014;1;True Love;Coldplay;04:06;No;-9.2
Midnight (Jon Hopkins Remix);Alternative/Rock;12/05/2014;1;Midnight (Jon Hopkins Remix);Coldplay;10:05;No;-9.6
A Sky Full of Stars;Alternative/Rock;29/06/2014;1;A Sky Full of Stars;Coldplay;03:56;No;-9.3
A Sky Full of Stars;Alternative/Rock;29/06/2014;2;All Your Friends;Coldplay;03:31;No;-9.5
A Sky Full of Stars;Alternative/Rock;29/06/2014;3;Ghost Story;Coldplay;04:17;No;-9.8
A Sky Full of Stars;Alternative/Rock;29/06/2014;4;O (Reprise);Coldplay;01:37;No;-11.8
Midnight;Alternative/Rock;29/04/2014;1;Midnight;Coldplay;04:54;No;-10.8
Midnight (Giorgio Moroder Remix);Alternative/Rock;21/04/2014;1;Midnight (Giorgio Moroder Remix);Coldplay;08:37;No;-10.7
Magic;Alternative/Rock;03/03/2014;1;Magic;Coldplay;04:45;No;-8.8
Atlas (From “The Hunger Games: Catching Fire” Soundtrack);Filmes/Games/Trilhas de filmes;09/09/2013;1;Atlas (From “The Hunger Games: Catching Fire” Soundtrack);Coldplay;03:56;No;-8.8
Every Teardrop Is a Waterfall;Rock;26/06/2011;1;Every Teardrop Is a Waterfall;Coldplay;04:03;No;-9.1
Every Teardrop Is a Waterfall;Rock;26/06/2011;2;Major Minus;Coldplay;03:30;No;-8.8
Every Teardrop Is a Waterfall;Rock;26/06/2011;3;Moving to Mars;Coldplay;04:18;No;-11.1
Christmas Lights;;01/12/2010;1;Christmas Lights;Coldplay;04:02;No;-10.9
Don't Panic;Rock;28/08/2009;1;Don't Panic;Coldplay;02:16;No;-9.5
Don't Panic;Rock;28/08/2009;2;You Only Live Twice (Live from Norway);Coldplay;04:06;No;-9.0
Life in Technicolor ii;Pop;30/01/2009;1;Life in Technicolor ii;Coldplay;04:07;No;-9.8
Life in Technicolor ii;Pop;30/01/2009;2;Life in Technicolor ii (Live at the O2, London);Coldplay;03:36;No;-10.2
Life in Technicolor ii;Pop;30/01/2009;3;The Goldrush;Coldplay;02:29;No;-10.1
Shiver;Rock;25/04/2008;1;Shiver;Coldplay;05:04;No;-9.6
Shiver;Rock;25/04/2008;2;For You;Coldplay;05:43;No;-14.5
Shiver;Rock;25/04/2008;3;Careful Where You Stand;Coldplay;04:45;No;-14.2
Talk;Rock;03/02/2006;1;Talk (Junkie XL Remix);Coldplay;11:42;No;-9.1
Talk;Rock;03/02/2006;2;Talk (Francois K Dub);Coldplay;09:03;No;-11.9
Talk;Rock;03/02/2006;3;Talk (Thin White Duke Mix);Coldplay;09:00;No;-11.2
Fix You;Rock;02/09/2005;1;Fix You (Live from Arnhem, Netherlands);Coldplay;06:08;No;-11.8
Murder;Pop;03/06/2005;1;Murder;Coldplay;05:34;No;-10.7
Speed of Sound;Rock;23/05/2005;1;Speed of Sound;Coldplay;04:51;No;-8.7
Speed of Sound;Rock;23/05/2005;2;Things I Don't Understand;Coldplay;04:55;No;-8.7
Speed of Sound;Rock;23/05/2005;3;Proof;Coldplay;04:10;No;-12.3
Brothers & Sisters;Rock;03/08/2004;1;Brothers & Sisters;Coldplay;04:05;No;-10.8
Brothers & Sisters;Rock;03/08/2004;2;Easy To Please;Coldplay;03:01;No;-14.8
Brothers & Sisters;Rock;03/08/2004;3;Only Superstition;Coldplay;03:48;No;-11.5
2000 Miles;Alternative;02/12/2003;1;2000 Miles;Coldplay;03:15;No;-13.9
In My Place;Pop;28/02/2003;1;In My Place;Coldplay;03:48;No;-9.3
In My Place;Pop;28/02/2003;2;One I Love;Coldplay;04:35;No;-9.0
In My Place;Pop;28/02/2003;3;I Bloom Blaum;Coldplay;02:11;No;-16.4
The Scientist;Rock;28/02/2003;1;The Scientist;Coldplay;05:11;No;-10.6
The Scientist;Rock;28/02/2003;2;1.36;Coldplay;02:05;No;-8.0
The Scientist;Rock;28/02/2003;3;I Ran Away;Coldplay;04:26;No;-11.0
Clocks;Rock;28/02/2003;1;Clocks;Coldplay;05:07;No;-8.7
Clocks;Rock;28/02/2003;2;Crests of Waves;Coldplay;03:39;No;-9.3
Clocks;Rock;28/02/2003;3;Animals;Coldplay;05:33;No;-12.2
Yellow;Rock;28/02/2003;1;Yellow;Coldplay;04:26;No;-10.8
Yellow;Rock;28/02/2003;2;Help Is Round the Corner;Coldplay;02:36;No;-15.6
Yellow;Rock;28/02/2003;3;No More Keeping My Feet on the Ground;Coldplay;04:31;No;-8.3
Have Yourself a Merry Little Christmas (Jo Whiley, BBC Radio 1 Session);Alternative;30/11/2001;1;Have Yourself a Merry Little Christmas (Jo Whiley, BBC Radio 1 Session);Coldplay;02:19;No;-13.2
Trouble;Rock;23/10/2000;1;Trouble;Coldplay;04:33;No;-10.9
Trouble;Rock;23/10/2000;2;Brothers & Sisters;Coldplay;04:49;No;-10.1
Trouble;Rock;23/10/2000;3;Shiver (Jo Whiley Lunchtime Social);Coldplay;04:21;No;-12.3
