Album Name;Release Date;Track Name;Disc Number;Track Number;Artist Names;Popularity;Explicit;Duration;Loudness;Tempo;Key;Mode;Time Signature;Danceability;Energy;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Genre;Track Instrumental;Track Lyrics
Love in Tokyo;2018-12-07;The Scientist - Live;1;3;Coldplay;11;No;05:53;-8.391;75.219;F;Major;4/4;0.389;0.634;0.0339;0.0479;0.0116;0.734;0.23;;No;"Come up to meet you, tell you I'm sorry
You don't know how lovely you are
I had to find you, tell you I need you
Tell you I set you apart
Tell me your secrets, and ask me your questions
Oh, let's go back to the start
Running in circles, coming up tails
Heads on a science apart

Nobody said it was easy
It's such a shame for us to part
Nobody said it was easy
No one ever said it would be this hard
Oh, take me back to the start
I was just guessing at numbers and figures
Pulling the puzzles apart
Questions of science, science and progress
Do not speak as loud as my heart
Tell me you love me, come back and haunt me
Oh, and I rush to the start
Running in circles, chasing our tails
Coming back as we are

Nobody said it was easy
Oh, it's such a shame for us to part
Nobody said it was easy
No one ever said it would be so hard
I'm going back to the start

Oh-ooh ooh-ooh-ooh-ooh
Aah-ooh ooh-ooh-ooh-ooh
Oh-ooh ooh-ooh-ooh-ooh
Oh-ooh ooh-ooh-ooh-ooh"
Love in Tokyo;2018-12-07;Paradise - Live;1;4;Coldplay/Tiësto;8;No;06:51;-6.382;138.909;F;Major;4/4;0.183;0.883;0.0497;0.00537;0.000957;0.756;0.107;;No;"Oo-oo-oo, oo-oo-oo, oo-oo-oo
Oo-oo-oo, oo-oo-oo, oo-oo-oo

When she was just a girl
She expected the world
But it flew away from her reach
So she ran away in her sleep
And dreamed of para-para-paradise
Para-para-paradise
Para-para-paradise
Every time she closed her eyes
Oo-oo-oo, oo-oo-oo, oo-oo-oo
Oo-oo-oo, oo-oo-oo, oo-oo-oo

When she was just a girl
She expected the world
But it flew away from her reach
And the bullets catch in her teeth
Life goes on, it gets so heavy
The wheel breaks the butterfly
Every tear, a waterfall
In the night, the stormy night, she'll close her eyes
In the night, the stormy night, away she'd fly

And dream of para-para-paradise
Para-para-paradise
Para-para-paradise
Oh-oh-oh-oh-oh-oh-oh-oh
She'd dream of para-para-paradise
Para-para-paradise
Para-para-paradise
Oh-oh-oh-oh-oh-oh-oh-oh

La-la
La-la-la-la-la
La-la-la-la-la
La-la-la-la
So lying underneath those stormy skies
She'd say, ""Oh, oh-oh-oh-oh
I know the sun must set to rise"""
Love in Tokyo;2018-12-07;Everglow - Live;1;5;Coldplay;7;No;04:25;-10.806;78.552;E;Major;4/4;0.409;0.376;0.0325;0.738;4.88e-06;0.84;0.287;;No;
Love in Tokyo;2018-12-07;Midnight / Charlie Brown - Live;1;6;Coldplay;7;No;07:27;-9.07;134.272;D♯/E♭;Major;4/4;0.181;0.75;0.054;0.0136;0.0268;0.173;0.0709;;No;
Love in Tokyo;2018-12-07;Hymn for the Weekend - Live;1;7;Coldplay;8;No;03:42;-6.703;90.034;C;Minor;4/4;0.416;0.769;0.0409;0.00451;0.0192;0.91;0.413;;No;
Love in Tokyo;2018-12-07;Fix You - Live;1;8;Coldplay;11;No;05:52;-9.173;140.11;D♯/E♭;Major;4/4;0.261;0.54;0.0344;0.0133;0.392;0.461;0.0817;;No;
Love in Tokyo;2018-12-07;Viva La Vida - Live;1;9;Coldplay;15;No;04:12;-7.154;137.953;F;Minor;4/4;0.451;0.905;0.0664;0.00199;0.0411;0.196;0.14;;No;
Love in Tokyo;2018-12-07;Adventure of a Lifetime - Live;1;10;Coldplay;8;No;04:51;-6.455;112.031;G;Major;4/4;0.506;0.935;0.0627;0.000602;0.000173;0.938;0.341;;No;
Love in Tokyo;2018-12-07;Us Against the World - Live;1;11;Coldplay;6;No;06:21;-9.919;111.451;C;Major;3/4;0.233;0.52;0.0324;0.4;0.0116;0.955;0.0866;Alternative/Rock/Indie rock/Rock pop;No;
Love in Tokyo;2018-12-07;Something Just like That - Live;1;12;Coldplay;9;No;04:04;-7.685;102.943;B;Minor;4/4;0.427;0.797;0.0442;0.000804;0.00594;0.424;0.161;;No;"I've been reading books of old, the legends and the myths
Achilles and his gold, Hercules and his gifts
Spider-Man's control, and Batman with his fists
Now clearly, I don't see myself upon that list

But she said, where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody
With some superhuman gifts
Some superhero, some fairy tale bliss
Just something I can turn to, somebody I can kiss
I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo

Oh, I want something just like this
I want something just like this

I've been reading books of old, the legends and the myths
The testaments they told, the moon and its eclipse
And Superman unrolls a suit before he lifts
But I'm not the kind of person that it fits

She said, where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody
With some superhuman gifts
Some superhero, some fairy tale bliss
Just something I can turn to, somebody I can miss"
Love in Tokyo;2018-12-07;A Sky Full of Stars - Live;1;13;Coldplay;13;No;04:53;-6.261;125.009;F♯/G♭;Major;4/4;0.375;0.747;0.0378;0.0102;1.39e-05;0.757;0.241;;No;
Love in Tokyo;2018-12-07;Up&Up - Live;1;14;Coldplay;7;No;09:30;-6.74;72.528;G;Major;4/4;0.0973;0.779;0.0757;0.00482;0.0115;0.195;0.117;;No;
A Head Full of Dreams;2015-12-04;Birds;1;2;Coldplay;64;No;03:49;-5.584;105.009;C;Major;4/4;0.559;0.841;0.0332;0.000315;0.437;0.0816;0.147;Alternative;No;"Been standing in the corner, studying the lights
The dreaming of escape will keep you up at night
But someone had put the flares up and got me in the rays
So I guess I’d better stay
‘Uh uh no come on’ you say

It's a fools gold thunder
It's just a warring rain
Don't let the fears just start 'What if
I won’t see you again’
Around here you never want to sleep all night
So start falling in love, start the riot and
Come on rage with me
We don’t need words
And we’ll be birds
Got to make our own key

Only got this moment
You and me
Guilty of nothing, but geography

Come on and raise it
Come on and raise this noise for the million people
Who got not one voice
Come on it’s not over if you mean it, say loud
Come on all for love, out from the underground

Away with me
We don’t need words
Close your eyes and see
And we'll be birds, flying free
Holding on in the mystery
Fearless, fearless, fearless"
A Head Full of Dreams;2015-12-04;Hymn for the Weekend;1;3;Coldplay;85;No;04:18;-6.487;90.027;C;Minor;4/4;0.491;0.693;0.0377;0.211;6.92e-06;0.325;0.412;Alternative;No;"And said drink from me, drink from me
(Oh-ah-oh-ah)
That we shoot across the sky
Symphony
That we shoot across the sky
Pour on a...
Drink from me, drink from me
(Oh-ah-oh-ah)
That we shoot across the sky
Symphony
(So high, so high)
That we shoot across the sky
Oh, angel sent from up above
You know you make my world light up
When I was down, when I was hurt
You came to lift me up
Life is a drink and love's a drug
Oh now I think I must be miles up
When I was a river dried up
You came to rain a flood

You said drink from me, drink from me
When I was so thirsty
Poured on a symphony
Now I just can't get enough
Put your wings on me, wings on me
When I was so heavy
Poured on a symphony
When I'm low, low, low, low

I, oh-I, oh-I
Got me feeling drunk and high, so high, so high
Oh-I, oh-I, oh-I
Now I’m feeling drunk and high, so high, so high
(Woo)
(Woo-ooo-ooo-woo)"
A Head Full of Dreams;2015-12-04;Everglow;1;4;Coldplay;69;No;04:42;-9.155;146.107;E;Major;4/4;0.534;0.445;0.0292;0.456;0.0684;0.112;0.136;Alternative;No;"Oh, they say people come, say people go
This particular diamond was extra special
And though you might be gone, and the world may not know
Still I see you, celestial

Like a lion you ran, a goddess you rolled
Like an eagle, you circled, in perfect purple
So how come things move on? How come cars don’t slow?
When it feels like the end of my world
When I should, but I can’t let you go
But when I’m cold, cold
Yeah, when I’m cold, cold
There’s a light that you give me when I’m in shadow
There’s a feelin' within me, everglow

Like brothers in blood, sisters who ride
And we swore on that night, we’d be friends 'til we die
But the changin' of winds, and the way waters flow
Life is short as the fallin' of snow
And now I’m gonna miss you, I know

But when I’m cold, cold
In water rolled, salt
And I know that you’re with me and the way you will show
And you’re with me wherever I go
And you give me this feelin', this everglow

Oh, what I wouldn't give for just a moment to hold
Yeah, I live for this feelin', this everglow

So if you love someone, you should let them know
Oh, the light that you left me will everglow"
A Head Full of Dreams;2015-12-04;Adventure of a Lifetime;1;5;Coldplay;79;No;04:23;-3.887;111.995;G;Major;4/4;0.638;0.924;0.036;0.00205;0.000175;0.149;0.53;Alternative;No;"Turn your magic on, Umi, she'd say
Everything you want's a dream away
And we are legends, every day
That's what she told me

Turn your magic on, to me she'd say
Everything you want's a dream away
Under this pressure, under this weight
We are diamonds
Now I feel my heart beating
I feel my heart underneath my skin
And I feel my heart beating
Oh, you make me feel
Like I'm alive again

Alive again
Oh, you make me feel
Like I'm alive again

Said I can't go on, not in this way
I'm a dream that died by light of day
Gonna hold up half the sky and say
Only I own me

Now I feel my heart beating
I feel my heart underneath my skin
Oh, I can feel my heart beating
'Cause you make me feel
Like I'm alive again

Alive again
Oh, you make me feel
Like I'm alive again"
A Head Full of Dreams;2015-12-04;Fun (feat. Tove Lo);1;6;Coldplay;58;No;04:27;-5.125;134.021;C;Major;4/4;0.485;0.735;0.0354;0.271;7.49e-06;0.0853;0.216;Alternative;No;"I know it's over before she says
I know the falls that the water face
I know it's over, an ocean awaits for a storm
The sun on snow, rivers in rain
Crystal ball can foresee a change
And I know it's over, a parting of ways
And it's done

But didn't we have fun?
Don't say it was all a waste
Didn't we have fun?
Oh-oooh-ooh
From the top of the world, top of the waves
We said forever, forever always
We could have been lost, we would have been saved
Oh, I
Now we're stopping the world, stopping its spin
But, come on, don't give up, don't say we give in
Don't say it's over, don't say we're done
Oh, didn't we have fun?
Woo-ooh-ooh-ooh
Woo-ooh-ooh-ooh
Oh, didn't we have fun?

I know it's over before she says
Know someone else has taken your place
""I know it's over,"" Icarus says to the Sun
The sword sinks in, lightning strikes
And two force, two forces collide
And fight til it's over, fight til it's done
Ah-ah-ah

But didn't we have fun?
Don't say it was all a waste
Didn't we have fun?
Oh-oooh-ooh"
A Head Full of Dreams;2015-12-04;Kaleidoscope;1;7;Coldplay;52;No;01:51;-18.193;127.122;G;Minor;4/4;0.288;0.285;0.0355;0.964;0.897;0.406;0.148;Alternative;No;"This being human is a guest house
Every morning a new arrival
A joy, a depression, a meanness
Some momentary awareness comes
As an unexpected visitor
Welcome and entertain them all!
Be grateful for whoever comes
Because each has been sent as a guide"
A Head Full of Dreams;2015-12-04;Army of One;1;8;Coldplay;58;No;06:16;-6.492;146.048;D♯/E♭;Major;4/4;0.387;0.659;0.0434;0.275;6.44e-05;0.0861;0.287;Alternative;No;"Been around the world, the wonders to view
Been around the world, looking for someone like you
Pyramids try, Babylon too
But the beautifullest treasures lie in the deepest blue

So I never say die, aim never untrue
I'm never so high as when I'm with you
And there isn't a fire that I wouldn't walk through
My army of one is gonna fight for you
Been around the world, universe too
I've been around flying, baby, there's nothing I wouldn't do
Tanzaku stars, lasso the moon
And be standing there beside you
Right when the storm comes through

Cause I never say die, aim never untrue
Never so high as when I'm with you
And there isn't a fire that I wouldn't walk through
My army of one is gonna fight for you
My army of one is gonna fall for you, yeah

Cause you reign
All cause you reign
All cause you reign
My army of one is gonna call it through

Saying my heart is my gun, army of one
Yeah my heart is my gun, army of one
It's my only weapon, army of one
Saying my heart is my gun, army of one"
A Head Full of Dreams;2015-12-04;Amazing Day;1;9;Coldplay;59;No;04:31;-5.796;97.041;F;Major;3/4;0.451;0.636;0.0274;0.017;0.435;0.141;0.289;Alternative;No;"We sat on a roof, named every star
Shared every bruise and showed every scar
Hope has its proof put your hand in mine
""Life has a beautiful, crazy design""

And time seemed to say
""Forget the world and its weight""
And here I just wanna stay
Amazing day, amazing day
We sat on a roof, named every star
You showed me a place where you can be who you are

And the view; the whole Milky Way
In your eyes, I drifted away
And in your arms, I just wanna sway
Amazing day, amazing day
Amazing day, amazing day
Oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh-oh
Oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh-oh, oooh

And I asked
Can the birds in poetry chime?
""Can there be breaks in the chaos sometimes?""
Oh thanks God, must’ve heard when I prayed
Cause now I always want to feel this way

Amazing day, amazing day
Amazing day, amazing day
Yeah, today"
A Head Full of Dreams;2015-12-04;Colour Spectrum;1;10;Coldplay;51;No;01:00;-20.349;123.58;B;Major;4/4;0.348;0.166;0.0376;0.852;0.915;0.137;0.0337;Alternative;No;"Because each
Has been sent
As a guide"
A Head Full of Dreams;2015-12-04;Up&Up;1;11;Coldplay;70;No;06:45;-5.459;163.989;G;Major;4/4;0.479;0.717;0.0605;0.0488;0.000333;0.102;0.253;Alternative;No;"Fixing up a car, driving it again
Searching for the water, hoping for the rain
Up and up, up and up
Down upon the canvas, working meal to meal
Waiting for a chance to pick your orange field
Up and up, up and up
See a pearl form, a diamond in the rough
See a bird soaring high above the flood
It's in your blood, It's in your blood
Underneath the storm an umbrella is saying
Sitting with the poison takes away the pain
Up and up, up and up, it's saying
We’re gonna get it, get it together right now
Gonna get it, get it together somehow
Gonna get it, get it together and flower
Oh-oh-oh-oh-oh-oh
We’re gonna get it, get it together I know
Gonna get it, get it together and flow
Gonna get it, get it together and go
Up, and up, and up

Lying in the gutter, aiming for the moon
Trying to empty out the ocean with a spoon
Up and up, up and up
How come people suffer? How come people part?
How come people struggle? How come people break your heart?
Break your heart?
Yes I wanna grow, yes I want to feel
Yes I wanna know, show me how to heal it up
Heal it up
See the forest there in every seed
Angels in the marble waiting to be freed
Just need love, just need love
When the going is rough, saying

We’re gonna get it, get it together right now
Gonna get it, get it together somehow
Gonna get it, get it together and flower
Oh-oh-oh-oh-oh-oh
We’re gonna get it, get it together I know
Gonna get it, get it together and flow
Gonna get it, get it together and go"
Ghost Stories Live 2014;2014-11-21;Always in My Head - Live at the Royal Albert Hall, London;1;1;Coldplay;45;No;03:57;-8.451;97.497;D;Minor;3/4;0.476;0.698;0.0332;0.0159;0.569;0.994;0.157;Alternative/Rock;No;
Ghost Stories Live 2014;2014-11-21;Magic - Live at the Enmore Theatre, Sydney;1;2;Coldplay;54;No;04:52;-11.775;93.361;F♯/G♭;Minor;4/4;0.5;0.502;0.0424;0.18;0.0887;0.729;0.362;Alternative/Rock;No;
Ghost Stories Live 2014;2014-11-21;Ink - Live at Le Casino De Paris, Paris;1;3;Coldplay;45;No;04:09;-7.147;112.025;F♯/G♭;Major;4/4;0.584;0.735;0.0395;0.00645;0.433;0.958;0.345;Alternative/Rock;No;
Ghost Stories Live 2014;2014-11-21;True Love - Live at the Enmore Theatre, Sydney;1;4;Coldplay;43;No;04:20;-7.939;120.03;B;Major;4/4;0.463;0.758;0.0369;0.00195;0.0332;0.921;0.184;Alternative/Rock;No;"For a second, I was in control
I had it once, I lost it though
And all along the fire below would rise
And I wish you could have let me know
What's really going on below
I've lost you now, you let met go but one last time
Tell me you love me, if you don't then lie, oh lie to me
Remember once upon a time, when I was yours and you were blind
The fire would sparkle in your eyes and mine
So tell me you love me, if you don't then lie, oh lie to me
Just tell me you love, if you don't then lie, oh lie to me
If you don't then lie, oh lie to me
And call it true, call it true love
Call it true, call it true love"
Ghost Stories Live 2014;2014-11-21;Midnight - Live at the Royal Albert Hall, London;1;5;Coldplay;44;No;04:48;-10.416;126.987;C♯/D♭;Major;4/4;0.459;0.574;0.0334;0.188;0.705;0.958;0.0874;Alternative/Rock;No;"In the darkness before the dawn
In the swirling of the storm
When I'm rolling with the punches and hope is gone
Leave a light, a light on

Millions of miles from home
In the swirling swimming on
When I'm rolling with the thunder
But bleed from thorns
Leave a light, a light on
Leave a light, a light on
Leave a light, a light on
Leave a light, a light on

In the darkness before the dawn
In the darkness before the dawn
Leave a light, a light on
Leave a light, a light on"
Ghost Stories Live 2014;2014-11-21;Another's Arms - Live at the Beacon Theatre, New York;1;6;Coldplay;42;No;03:55;-8.088;80.008;G♯/A♭;Major;4/4;0.509;0.722;0.0306;0.00231;0.0469;0.981;0.497;Alternative/Rock;No;
Ghost Stories Live 2014;2014-11-21;Oceans - Live at E-Werk, Cologne;1;7;Coldplay;41;No;04:28;-11.428;75.201;B;Major;4/4;0.363;0.426;0.0312;0.875;0.177;0.15;0.126;Alternative/Rock;No;"Wait for your call, love
The call never came
Ready to fall, love
Ready to claim
I'm ready for it all, love
I'm ready for a pain
Meet under sun
Meet me again
In the rain
In the rain
In the rain
The rain
Behind the walls, love
I'm trying to change
And I'm ready for it all, love
I'm ready for a change
Meet under blue sky
Meet me again
In the rain
The rain, the rain
In the rain
The rain
Got to find yourself alone in this world
You've got to find yourself alone"
Ghost Stories Live 2014;2014-11-21;A Sky Full of Stars - Live at the Royal Albert Hall, London;1;8;Coldplay;60;No;04:38;-7.846;125.013;F♯/G♭;Major;4/4;0.467;0.765;0.0311;0.00416;5.93e-05;0.708;0.186;Alternative/Rock;No;
Ghost Stories Live 2014;2014-11-21;O - Live at Royce Hall, Los Angeles;1;9;Coldplay;43;No;05:36;-12.183;135.975;G;Minor;4/4;0.308;0.364;0.0306;0.378;0.946;0.932;0.0688;Alternative/Rock;No;"A flock of birds
Hovering above
Just a flock of birds
That's how you think of love
And I always
Look up to the sky
Pray before the dawn
'Cause they fly always
Sometimes they arrive
Sometimes they are gone
They fly on
A flock of birds
Hovering above
Into smoke I'm turned
And rise following them up
Still I always
Look up to the sky
Pray before the dawn
'Cause they fly away
One minute they arrive
Next you know they're gone
They fly on
Fly on
So fly on
Ride through
Maybe one day I'll fly next to you
They fly on
Ride through
Maybe one day I come fly with you
Fly on
Fly on
Fly on"
Ghost Stories;2014-05-19;Always in My Head;1;1;Coldplay;67;No;03:36;-9.307;97.546;F;Major;3/4;0.495;0.502;0.0259;0.0127;0.689;0.068;0.0394;Alternative/Rock;No;"I think of you
I haven't slept
I think I do, but
I don't forget
My body moves
Goes where I will
But though I try
My heart stays still
It never moves
Just won't be led
And so my mouth waters to be fed
And you're always in my head
You're always in my head
You're always in my head
You're always in my head
You're always in my head
Always in my
Always in my
This, I guess
Is to tell you you're chosen out
From the rest"
Ghost Stories;2014-05-19;Magic;1;2;Coldplay;76;No;04:45;-8.917;93.457;F♯/G♭;Minor;4/4;0.738;0.482;0.0402;0.0266;0.621;0.106;0.352;Alternative/Rock;No;"Call it magic, call it true
I call it magic when I'm with you
And I just got broken, broken into two
Still I call it magic, when I'm next to you

And I don't, and I don't, and I don't, and I don't
No, I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you
I don't, no, I don't, no, I don't, no, I don't
No, I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you
Oooh ooh ooh-ooh
Call it magic, cut me into two
And with all your magic, I disappear from view
And I can't get over, can't get over you
Still, I call it magic, such a precious jewel

And I don't, and I don't, and I don't, and I don't
No, I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you
I don't, no, I don't, no, I don't, no, I don't
No, I don't, it's true
I don't, no, I don't, no, I don't, no, I don't
Want anybody else but you

Wanna fall, fall so far
I wanna fall, fall so hard
And I call it magic
And I call it true
I call it ma-, ma-ma-magic
Ooh, ooh, ooh-ooh
Ooh, ooh, ooh-ooh
Ooh, ooh, ooh-ooh
Ooh, ooh, ooh-ooh"
Ghost Stories;2014-05-19;Ink;1;3;Coldplay;62;No;03:48;-7.311;112.019;F♯/G♭;Major;4/4;0.688;0.705;0.0323;0.0647;0.124;0.118;0.696;Alternative/Rock;No;"Got a tattoo that said ""together thru life""
Carved in your name with my pocket knife
And you wonder when you wake up, will it be alright? Ooooh ooh
Feels like there's something broken inside

All I know
All I know
Is that I'm lost
Whenever you go
All I know
Is that I love you so
So much that it hurts
Got a tattoo and the pain's alright, oooh oooh
Just wanted a way of keeping you inside (Ooooh ooh)

All I know
All I know
Is that I'm lost
In your fire below
All I know
Is that I love you so
So much that it hurts

I see the road begin to climb
I see your stars begin to shine
I see your colors
And I'm dying of thirst
All I know is that I love you so
So much that it hurts (Oh yeah yeah yeah)
So much that it hurts
So much that it hurts"
Ghost Stories;2014-05-19;True Love;1;4;Coldplay;58;No;04:06;-7.966;119.991;B;Major;4/4;0.482;0.573;0.028;0.00376;0.077;0.123;0.184;Alternative/Rock;No;"For a second, I was in control
I had it once, I lost it though
And all along the fire below
Would rise
And I wish you could have let me know
What's really going on below
I've lost you now, you let me go
But one last time

Tell me you love me
If you don't, then lie
Oh, lie to me
Remember once upon a time
When I was yours and you were blind
The fire would sparkle in your eyes
And mine

So tell me you love me
If you don't then lie
Oh, lie to me
Just tell me you love me
If you don't then lie
Oh, lie to me
If you don't then lie
Oh, lie to me

And call it true
Call it true love
Call it true
Call it true love"
Ghost Stories;2014-05-19;Midnight;1;5;Coldplay;66;No;04:54;-12.42;126.974;C♯/D♭;Major;4/4;0.548;0.475;0.0355;0.615;0.808;0.0944;0.0349;Alternative/Rock;No;"In the darkness before the dawn
In the swirling of the storm
When I'm rolling with the punches and hope is gone
Leave a light, a light on

Millions of miles from home
In the swirling swimming on
When I'm rolling with the thunder
But bleed from thorns
Leave a light, a light on
Leave a light, a light on
Leave a light, a light on
Leave a light, a light on

In the darkness before the dawn
In the darkness before the dawn
Leave a light, a light on
Leave a light, a light on"
Ghost Stories;2014-05-19;Another's Arms;1;6;Coldplay;56;No;03:54;-9.037;160.023;G♯/A♭;Major;4/4;0.516;0.572;0.0291;0.00715;0.254;0.139;0.351;Alternative/Rock;No;"Late night watching TV
Used to be you here beside me
Used to be your arms around me
Your body on my body

When the world means nothing to me
Another's arms, another's arms
When the pain just rips right through me
Another's arms, another's arms
Late night watching TV
Used to be you here beside me
Is there someone there to reach me?
Someone there to find me?

When the pain just rips right through me
Another's arms, another's arms
And that's just torture to me
Another's arms, another's arms
Pull yourself into me
Another's arms, another's arms
When the world means nothing to me
Another's arms, another's arms


Got to pull you close into me
Another's arms, another's arms
Pull yourself right through me
Another's arms, another's arms

Late night watching TV
Wish that you were here beside me
Wish that your arms were around me
Your body on my body"
Ghost Stories;2014-05-19;Oceans;1;7;Coldplay;54;No;05:21;-15.783;74.845;B;Major;4/4;0.194;0.132;0.0349;0.919;0.181;0.159;0.04;Alternative/Rock;No;"Wait for your call, love
The call never came
Ready to fall up
Ready to claim
And I'm ready for it all, love
Ready for the pain
Meet under sun and
Meet me again
In the rain
In the rain
In the rain
The rain
Behind the walls, love
I'm trying to change
And I'm ready for it all, love
I'm ready for the change
Meet me in blue sky
Meet me again
In the rain
The rain
In the rain
The rain

You've got to find yourself alone in this world
You've got to find yourself alone"
Ghost Stories;2014-05-19;A Sky Full of Stars;1;8;Coldplay;84;No;04:27;-6.474;124.97;F♯/G♭;Major;4/4;0.545;0.675;0.0279;0.00617;0.00197;0.209;0.162;Alternative/Rock;No;"'Cause you're a sky, 'cause you're a sky full of stars
I'm gonna give you my heart
'Cause you're a sky, 'cause you're a sky full of stars
'Cause you light up the path

I don't care, go on and tear me apart
I don't care if you do, ooh-ooh, ooh
'Cause in a sky, 'cause in a sky full of stars
I think I saw you ooh-ooh-ooh, ooh-ooh-ooh
'Cause you're a sky, 'cause you're a sky full of stars
I wanna die in your arms, oh-oh-oh, oh-oh
'Cause you get lighter the more it gets dark
I'm gonna give you my heart, oh

I don't care, go on and tear me apart
I don't care if you do, ooh-ooh, ooh
'Cause in a sky, 'cause in a sky full of stars
I think I see you ooh-ooh-ooh, ooh-ooh-ooh
I think I see you ooh-ooh-ooh, ooh-ooh-ooh

'Cause you're a sky, you're a sky full of stars
Such a heavenly view
You're such a heavenly view
(Yeah, yeah, yeah, ooh)"
Ghost Stories;2014-05-19;O;1;9;Coldplay;64;No;05:23;-14.727;136.998;A♯/B♭;Major;4/4;0.371;0.216;0.0358;0.911;0.826;0.0934;0.0645;Alternative/Rock;No;"A flock of birds
Hovering above
Just a flock of birds
That's how you think of love

And I always look up to the sky
Pray before the dawn
'Cause they fly away
Sometimes they arrive
Sometimes they are gone
They fly on
A flock of birds
Hovering above
Into smoke I'm turned and rise
Following 'em up

Still, I always look up to the sky
Pray before the dawn
'Cause they fly away
One minute they arrive
Next you know, they're gone
They fly on
Fly on
Oh ohhhh

So fly on, ride through
Maybe one day I'll fly next to you
Fly on, ride through
Maybe one day I can fly with you
Fly on
Fly on
Fly on

Don't ever let go
Don't ever let go
Don't ever let go
Don't ever let go"
Mylo Xyloto;2011-10-19;Mylo Xyloto;1;1;Coldplay;11;No;00:42;-12.798;100.707;D♯/E♭;Major;1/4;0.151;0.389;0.038;0.437;0.961;0.228;0.223;Rock;Yes;
Mylo Xyloto;2011-10-19;Hurts Like Heaven;1;2;Coldplay;16;No;04:02;-6.187;89.961;A♯/B♭;Major;4/4;0.418;0.773;0.0305;0.01;0.00418;0.269;0.273;Rock;No;"Written in graffiti on a bridge in a park
""Do you ever get the feeling that you’re missing the mark?""
It's so cold, it's so cold
It's so cold, it's so cold
Written up in marker on a factory sign:
""I struggle with the feeling that my life isn’t mine""
It's so cold, it's so cold
It's so cold, it's so cold
See the arrow they shot trying to tear us apart
Took the fire from my belly and the beat from my heart
Still, I won’t let go
Still, I won’t let go
Of you
'Cause you do
Oh, you use your heart as a weapon
And it hurts like heaven
On every street, every car, every surface, a name
Tonight, the streets are ours
And we’re writing and saying
""Don’t let 'em take control""
No, we won’t let 'em take control
Yes, I feel a little bit nervous
Yes, I feel nervous and I cannot relax
How come they’re out to get us?
How come they’re out when they don’t know the facts?
So on a concrete canvas under cover of dark
On a concrete canvas, I’ll go making my mark
Armed with a spray can soul
I’ll be armed with a spray can soul
And you
Oh, you

'Cause you use your heart as a weapon
And it hurts like heaven"
Mylo Xyloto;2011-10-19;Paradise;1;3;Coldplay;40;No;04:38;-6.761;139.631;F;Major;4/4;0.449;0.585;0.0268;0.0509;8.75e-05;0.0833;0.212;Rock;No;"Ooh-ooh-ooh, ooh-ooh-ooh, ooh-ooh-ooh
Ooh-ooh-ooh, ooh-ooh-ooh, ooh-ooh-ooh
When she was just a girl
She expected the world
But it flew away from her reach
So she ran away in her sleep

And dreamed of para-, para-, paradise
Para-, para-, paradise
Para-, para-, paradise
Every time she closed her eyes
Ooh-ooh-ooh, ooh-ooh-ooh, ooh-ooh-ooh
Ooh-ooh-ooh, ooh-ooh-ooh, ooh-ooh-ooh
When she was just a girl
She expected the world
But it flew away from her reach
And the bullets catch in her teeth

Life goes on, it gets so heavy
The wheel breaks the butterfly
Every tear, a waterfall
In the night, the stormy night, she'd close her eyes
In the night, the stormy night, away she'd fly

And dream of para-, para-, paradise
Para-, para-, paradise
Para-, para-, paradise
Oh, oh-oh, oh-oh, oh-oh-oh
She'd dream of para-, para-, paradise
Para-, para-, paradise
Para-, para-, paradise
Oh, oh-oh, oh-oh, oh-oh-oh

La, la-la, la-la-la
La, la-la, la-la-la
La, la-la, la-la-la, la-la
So lying underneath those stormy skies
She said, ""Oh, oh-oh-oh-oh I know the sun must set to rise"""
Mylo Xyloto;2011-10-19;Charlie Brown;1;4;Coldplay;29;No;04:45;-7.072;137.978;A♯/B♭;Major;4/4;0.43;0.74;0.0375;0.0212;0.00165;0.33;0.0948;Rock;No;"Ooh, ooh-ooh-ooh

Stole a key
Took a car downtown where the lost boys meet
Took a car downtown and took what they offered me
To set me free
I saw the lights go down at the end of the scene
Saw the lights go down and standing in front of me
Ooh-ooh-ooh

In my scarecrow dreams
When they smash my heart into smithereens
Be a bright red rose come bursting through concrete
Be a cartoon heart
Light a fire, a fire, a spark
Light a fire, a flame in my heart
We'll run wild
We'll be glowing in the dark

Ooh-ooh-ooh
We'll be glowing in the dark
Ooh-ooh-ooh, ah-wooh

All the boys, all the girls
All that matters in the world
All the boys, all the girls
All the madness that occurs
All the highs, all the lows
As the room a-spinning goes
We'll run riot
We'll be glowing in the dark"
